1053_at,1554572_a_at,1554696_s_at,1556206_at,1558447_at,1558448_a_at,1562755_at,1569609_at,200795_at,202240_at,202613_at,202705_at,202779_s_at,202870_s_at,202954_at,203214_x_at,203358_s_at,203362_s_at,203418_at,203696_s_at,204092_s_at,204162_at,204508_s_at,204768_s_at,204825_at,204962_s_at,205225_at,205891_at,206209_s_at,207828_s_at,209408_at,209464_at,210052_s_at,211519_s_at,211565_at,214710_s_at,215304_at,215397_x_at,216092_s_at,216836_s_at,217383_at,218009_s_at,218039_at,218211_s_at,218355_at,218542_at,218755_at,219918_s_at,220054_at,220232_at,220581_at,221677_s_at,222608_s_at,223229_at,223861_at,224447_s_at,224753_at,225191_at,225687_at,227232_at,228241_at,228362_s_at,229150_at,235786_at,237086_at,238062_at,242555_at,243689_s_at,Class
7.89417,7.89836,5.80275,1.71114,5.21424,4.82713,2.46419,2.59066,8.75865,3.58154,8.13592,9.39124,9.19499,9.61283,10.2954,8.85898,9.9622,8.73074,5.28858,8.37477,7.66541,8.55111,2.01685,6.96923,8.788,8.23315,1.31639,1.51259,2.23727,10.2201,6.90853,6.55489,9.16323,4.39243,2.05367,10.4203,2.83081,3.57964,8.50982,15.1353,2.5656,8.93095,10.6397,10.5878,7.9039,8.36211,8.7234,9.69394,3.94027,6.82364,2.26073,8.97794,8.12033,9.60264,2.59452,15.1673,7.54099,7.7478,9.34227,11.4144,12.901,2.17558,10.3804,9.30758,10.0685,2.24877,4.05205,2.59053,Her2
8.18059,6.50008,5.64122,1.70036,3.91916,3.89411,2.43991,2.54304,11.6165,1.92028,7.06998,7.86186,8.2656,7.17213,8.38938,7.35184,7.63137,8.32879,3.99204,8.36027,5.98246,6.91579,2.034,4.63437,7.64863,7.34174,3.33628,1.52297,2.21799,8.66106,5.88795,4.86458,6.79243,3.57004,2.03405,9.5017,6.83618,3.64059,6.7314,14.0818,5.11311,7.85005,9.44567,9.22064,5.03254,6.14673,7.61011,8.06744,3.91598,6.81152,2.24532,7.14888,9.44851,8.18896,2.56397,13.231,5.34799,6.40225,6.75253,6.16902,1.63246,2.17499,8.61339,8.06239,8.86264,2.22426,2.72482,2.56854,Her2
9.81229,9.38803,11.0574,1.72064,1.75351,2.62747,2.46175,2.68676,2.75036,7.66432,8.66912,11.5919,11.0738,11.0916,12.7361,11.2914,9.65413,11.8668,9.53852,9.98617,10.8833,11.4401,1.33832,9.02892,11.5466,10.466,5.32,8.52233,2.27682,10.7665,9.2408,9.89507,11.1892,9.19611,2.07782,12.1899,3.23657,3.06,4.99052,9.64054,3.01064,11.9684,12.7463,8.2533,8.58411,9.54964,9.99593,11.1354,4.3391,4.71553,2.33409,11.1681,12.2496,10.727,2.65054,9.34366,8.9037,2.2465,11.7749,0.889084,1.97531,2.85265,7.05027,6.84063,6.25891,2.20123,3.27629,2.77805,CellLine
9.5512,8.98144,8.19208,1.72976,2.05631,2.61271,2.47879,2.64317,2.79453,7.05098,9.17572,10.5667,9.73329,9.82781,10.2367,9.79521,9.68174,9.93855,7.14781,10.0252,6.62901,10.5035,3.38029,7.78891,12.2075,9.29593,2.58006,7.56644,2.27951,9.68749,8.94612,7.56087,9.64176,8.5653,2.09748,10.2573,3.47504,2.70583,4.71155,8.2863,3.05368,9.82426,10.8628,7.60115,8.227,9.24384,7.982,9.03308,4.10671,6.44679,2.30167,9.55906,11.0276,9.25008,11.2294,9.17293,7.57633,2.45245,10.5035,1.43786,2.24382,2.77982,5.58896,5.69838,6.21146,2.17965,3.2517,2.89084,CellLine
8.22498,9.17222,11.0799,1.7235,2.14707,2.94998,2.48766,2.56391,2.95525,7.51499,8.53252,11.8261,10.818,10.7664,11.1454,10.2326,8.90323,10.3482,7.44599,8.73757,9.3618,11.8799,1.1594,8.27516,11.2012,9.4536,4.69763,8.98635,2.27229,11.0823,9.12043,8.80662,12.2367,8.26623,2.07911,12.264,3.04836,3.09939,4.87788,9.12713,3.27215,11.2336,12.2627,6.29673,9.43288,9.43839,10.4384,10.7362,6.75442,6.47855,2.27276,10.3208,11.6178,10.6293,10.0491,9.61037,8.37922,4.22563,10.694,1.97379,1.882,2.82032,4.02106,6.61595,3.57595,2.35267,3.17985,2.56237,CellLine
9.75513,9.69712,9.64363,1.71213,1.47532,2.31198,2.46645,2.60092,2.75519,7.07507,9.58361,10.0009,11.2752,10.5449,10.4942,10.2804,10.7078,9.67364,6.8851,10.0729,7.48818,11.1597,1.48407,9.21088,10.6876,8.65572,2.32801,1.79809,2.24674,10.8574,9.3156,7.82711,11.0243,9.1958,2.06123,10.7946,3.23399,2.6103,3.73162,10.5384,2.99595,10.4541,10.6364,7.04991,8.48573,8.32099,9.65048,10.6014,4.27339,5.8603,2.27978,9.14861,9.32502,9.92343,2.5808,8.51395,8.21595,3.68359,9.89774,4.84133,1.75002,2.70719,5.75475,6.80983,2.12472,2.17201,3.2218,2.77789,CellLine
9.74149,9.13867,10.5466,1.72346,1.65795,2.76021,2.4805,2.59277,2.99609,8.46667,8.44065,11.81,12.6032,11.7798,12.3687,9.93583,8.90912,11.6357,9.8788,9.95265,10.7585,11.8178,1.64776,9.06758,11.531,9.97245,6.05049,8.64913,2.2666,11.2814,9.48372,8.4763,12.1225,8.91113,2.07393,11.9687,3.1989,2.95341,4.84661,8.7047,3.00582,11.3031,12.2958,5.17059,9.40293,9.74581,10.8907,11.8313,4.13139,4.66216,2.33066,10.2543,12.2601,10.6134,10.2721,9.2824,9.13637,1.42464,12.0571,0.937674,2.10998,2.86996,3.39289,5.87365,6.13007,2.29618,3.28159,2.55835,CellLine
9.0246,9.3184,11.0298,1.72344,2.55023,3.24181,2.47483,2.67856,2.7076,6.61549,9.49328,10.8701,11.0069,11.4561,11.1252,10.918,10.0596,10.648,8.32143,9.24204,8.95638,12.0272,1.94199,9.84008,12.4436,10.1141,2.2476,8.13945,2.26101,10.8116,9.96947,8.11315,10.1703,9.39854,2.07555,11.6751,3.21857,2.93388,4.95121,7.98468,3.01846,10.0947,11.2907,8.08018,9.05268,9.39824,10.9524,10.4438,4.10722,5.70231,2.27863,10.9988,11.4564,10.4502,7.29415,9.59946,8.69352,2.12023,11.0904,2.77892,1.98199,2.75274,4.48893,6.27193,6.23844,2.2772,3.25703,2.66886,CellLine
10.3762,9.78099,10.0582,1.71954,1.72413,2.50479,2.47634,2.64647,2.84452,7.6446,9.16994,11.5597,11.088,11.8858,12.62,12.0872,8.84884,12.2554,9.90473,10.4504,9.72353,10.4257,1.1779,9.59744,11.294,10.7261,1.57263,9.25019,2.24764,10.2396,10.2313,9.26591,11.7316,10.0887,2.06919,11.6205,2.86833,2.87816,5.57803,10.1641,2.99471,11.5604,11.7294,1.99301,7.74046,9.58475,10.1217,11.1089,4.10941,6.29333,2.30473,10.558,11.0659,10.2134,10.8451,9.37407,8.96518,1.81331,11.9727,1.62144,1.85564,2.70296,2.32433,6.3216,2.0896,2.07038,3.22645,2.62189,CellLine
9.07859,9.41724,10.7426,1.71678,2.16824,2.95716,2.46261,2.5811,3.04481,6.04836,8.64518,10.3669,11.3504,10.8171,11.9759,10.292,9.45751,11.4669,9.16341,9.1881,10.0136,10.9529,6.81941,9.5399,11.9276,8.61278,1.67073,10.5879,2.25643,11.013,9.29857,9.23861,10.9441,8.91226,2.06707,12.0807,3.46689,2.83697,4.8145,8.28685,3.02915,10.2898,11.0426,8.18721,8.94277,10.1301,9.55343,10.3765,4.12976,4.66854,2.31514,9.57396,12.0764,10.0848,2.9411,9.89981,8.92593,1.97079,10.0795,1.72438,1.91624,2.83459,4.86989,6.68395,2.12389,2.23731,3.17753,2.59469,CellLine
10.1255,9.23721,9.85767,1.71789,2.22937,2.73319,2.4643,2.58106,2.92307,8.1614,8.56194,11.3456,12.1249,11.1145,12.0346,11.2984,9.65955,10.4664,8.81476,10.5036,10.0474,10.0781,8.81388,9.76674,11.7721,9.12806,1.04039,8.12445,2.27111,10.6611,9.42517,9.69248,11.071,9.65198,2.07453,12.1546,2.6361,3.00531,5.21891,6.32137,3.0517,11.5926,11.9223,7.56029,8.61239,9.26253,10.1411,10.5618,4.07465,5.04373,2.26975,10.2764,11.2037,10.0424,10.6413,9.09535,8.72662,2.11697,9.76777,1.92394,2.01527,2.6812,4.52931,7.30483,2.01341,2.25945,3.20071,2.70939,CellLine
8.42672,9.18885,9.80629,1.72946,2.29327,2.86208,2.46164,2.72064,3.20885,5.72169,7.7623,10.4127,12.3677,10.4321,11.2476,8.54477,8.54763,10.0624,7.06571,8.7461,10.4846,10.3507,1.45434,7.7745,9.76981,10.1448,1.58538,10.2635,2.26226,10.3679,7.99499,7.93319,9.93214,7.2929,2.0898,11.3777,2.93015,2.87983,5.79528,8.15602,2.9998,9.3763,10.2903,6.00028,8.44568,7.8717,8.15841,9.28453,4.1313,4.84108,2.34743,8.90544,10.0183,9.28753,2.95371,10.2184,7.02969,2.28942,9.08103,2.09296,2.1065,2.75534,4.43325,6.93516,2.06573,2.18318,3.25215,2.86879,CellLine
9.04413,9.61393,8.48186,1.73193,2.48528,3.40561,2.51059,2.73124,3.05767,6.33928,9.22809,9.55208,10.5684,9.19998,11.165,10.1057,9.62341,10.6011,6.75741,9.40925,9.39561,10.8732,2.60471,9.10413,12.2274,8.74499,1.60544,10.2124,2.55827,9.37783,10.1125,8.77741,10.7697,9.91306,2.08577,12.0339,3.29227,3.10029,5.14053,6.76333,3.05084,9.63557,10.7006,7.82008,8.32059,10.5261,7.72739,9.03555,4.13961,5.89453,2.36402,9.20095,10.9429,9.13439,6.66774,9.8094,8.07434,2.25486,9.4988,2.20449,1.90208,2.98623,5.92137,6.05474,2.08795,2.41118,3.28584,2.45455,CellLine
8.5241,7.94523,9.71844,1.71911,1.634,2.67781,2.49292,2.53696,3.19752,6.3684,9.04837,9.97965,11.5072,10.5555,10.5593,8.98538,7.71622,10.5387,7.50477,8.94804,8.70409,10.557,6.38982,8.11411,10.3292,9.18391,1.66542,8.94949,2.25271,9.58317,9.01552,7.66106,11.3244,8.50893,2.06641,11.2559,2.9172,2.85283,6.61613,8.15151,3.02425,10.4351,10.5403,5.73164,7.92136,9.35666,10.3804,9.71546,4.09295,5.17758,2.30933,9.21079,12.059,8.76728,3.31186,8.86357,7.4403,2.4794,9.94003,1.66531,1.72225,2.74977,2.94615,5.55861,2.20587,2.15247,3.20297,2.42703,CellLine
10.1603,8.58123,9.69025,1.72483,1.48772,2.23558,2.49864,2.61634,2.9957,8.33257,9.2564,10.5364,11.6998,11.5913,11.3654,10.7766,9.81118,11.4969,9.23599,10.3517,9.65881,10.61,5.88645,7.68783,11.3729,9.32903,3.68353,9.53391,2.25604,11.1715,9.54519,9.72853,11.2518,9.45148,2.07735,12.8545,3.0243,2.70243,3.86927,7.50692,3.34164,11.0138,10.932,7.17433,8.18375,9.7505,10.2589,11.085,4.11915,4.75977,2.27987,9.64189,11.4566,10.6364,3.11709,9.70324,7.73136,4.21729,10.7523,1.37422,1.69822,2.73226,5.3647,6.92614,6.19218,2.0711,3.24764,2.65771,CellLine
8.60693,7.1208,9.31543,1.73769,2.03537,2.68912,2.50062,2.76438,3.10734,5.79186,7.78265,9.47398,10.2029,9.31822,10.4033,8.6956,7.20541,10.6953,6.999,8.90868,8.56752,8.77256,6.56972,7.57549,9.50792,7.54401,1.0854,10.3411,2.32629,9.38805,7.49415,6.98359,9.38724,6.89412,2.10813,10.9378,3.18336,3.02407,6.81781,8.86103,3.02611,9.26976,9.78328,3.91757,6.27213,7.58102,8.6339,9.33325,4.11768,6.31208,2.30867,7.28955,9.5547,9.45374,2.70804,9.66849,6.21412,2.29836,9.39713,2.02484,1.92341,2.97884,2.76432,4.42565,7.26759,2.30084,3.28402,2.86449,CellLine
5.64109,4.63182,3.08053,7.04315,2.2891,4.93136,9.65528,7.19873,11.6966,2.33978,2.27691,6.51461,2.89951,3.05813,4.33399,2.74491,3.12315,4.41728,2.04971,5.77926,2.68394,5.0797,2.85065,2.574,4.73521,2.69156,7.16694,1.69381,7.53201,3.65023,1.55965,2.91151,2.80031,2.28278,9.11106,3.71899,6.55492,4.70955,7.44813,10.2264,2.95997,2.68926,3.60589,8.86179,1.51013,2.76775,4.45198,2.65641,4.08993,11.6895,3.03133,3.96476,3.65234,2.67894,2.68752,8.81397,3.01809,10.1369,2.89517,8.12289,3.8004,2.75695,8.90973,8.97978,5.2153,7.49835,3.34254,9.99868,Normal
4.97958,3.85911,3.40345,7.05667,2.05623,5.30932,6.50055,4.46599,12.8529,2.15326,3.60951,3.50934,3.03338,2.3735,4.05686,2.86214,3.12524,4.32003,2.01699,6.13062,2.62459,4.22134,2.04208,2.48917,5.28468,3.3046,8.0822,1.7604,7.1543,3.67437,2.20649,2.91255,2.6511,3.45214,8.17765,3.69889,6.68262,3.60118,7.73299,8.9416,2.97983,3.08515,3.35005,7.45341,1.96372,2.74601,3.12493,2.77284,4.11891,12.0963,2.34504,4.35468,4.53301,2.70634,2.80559,8.59108,4.68885,9.34927,3.1031,6.10656,2.93691,2.73251,5.84014,9.55064,2.20009,7.0874,3.2927,8.36209,Normal
5.62614,4.69553,3.0805,1.92912,4.26814,4.9352,5.58566,3.91337,13.9601,2.22187,2.203,3.01382,3.91912,2.36095,3.79062,2.91131,2.74137,3.9615,1.89874,6.82876,2.44493,3.84269,5.36283,2.84471,4.44267,2.63237,7.10103,1.67644,10.1311,2.94064,1.72887,2.82696,2.71081,3.35193,7.52374,3.82246,5.76495,4.2606,7.66102,8.53822,2.98501,2.78367,3.0426,6.91895,1.92914,2.78455,3.08542,2.78734,4.05068,10.6129,2.30694,5.94658,3.79857,2.7346,2.77621,8.23256,2.82504,9.41802,2.33912,6.40041,6.14015,2.6967,6.2284,8.90792,2.68396,9.03071,3.19434,6.49443,Normal
6.74438,4.67185,3.05862,4.57958,5.93508,5.75345,6.22837,4.22172,13.8247,1.66989,4.66109,3.42147,6.12099,3.56297,3.65022,2.41087,3.46099,5.16021,1.67637,6.96339,1.77892,4.19838,6.18328,3.7995,2.90196,2.72937,8.29202,1.78157,8.83327,4.16325,1.62947,2.674,2.45841,2.4505,6.94742,3.91262,7.94238,4.63681,7.44188,9.6633,2.92912,4.20175,3.89829,8.53939,1.92741,2.51878,3.18977,2.70547,4.02183,10.2639,2.23324,6.02867,3.21013,2.70088,2.46254,8.61277,3.03949,10.0958,2.96398,8.22275,7.37132,2.61949,8.02097,9.48578,3.20828,8.14548,3.11734,6.67457,Normal
5.70238,3.32222,2.70866,1.79445,5.86967,6.19135,8.14248,3.78485,13.4063,1.76299,2.54474,2.79484,5.02676,2.56593,3.83454,2.68839,3.6988,3.28471,1.69485,6.58115,2.50571,4.87283,6.25366,2.5878,3.90502,2.70679,9.64019,1.70733,6.39191,3.15572,1.73481,2.71612,2.5804,2.3011,7.93713,3.71507,7.57396,4.59286,8.5332,10.7045,2.997,2.87008,3.28844,9.32246,1.94645,3.23428,2.80402,2.71315,4.03776,10.7846,2.28964,5.8515,3.36188,2.62198,2.57922,8.66395,2.95363,9.73372,3.09079,7.98312,8.54422,2.6715,10.7312,9.96119,6.07138,7.9821,3.22322,6.85196,Normal
6.54442,3.37766,2.95964,6.57244,4.31283,5.57064,8.31464,6.44909,13.5299,2.1824,3.61702,4.89306,5.32191,3.51952,3.48464,2.49075,3.97429,3.71636,2.26337,6.51366,2.49152,4.99171,4.83004,2.7452,3.96862,2.65711,9.01697,1.87923,8.07098,4.27522,2.32379,3.00094,2.72495,3.35346,6.31037,4.52943,7.00037,4.24739,7.47666,10.1078,2.97665,3.19615,5.28999,9.53492,2.02026,2.77188,4.16445,2.75084,4.05728,11.2423,2.32279,5.85011,4.28784,2.68863,2.76973,8.36471,3.90483,10.9979,2.95778,8.07741,7.3567,2.68851,8.78094,9.45254,3.76509,6.73921,3.16463,8.80354,Normal
5.86945,4.91482,3.76148,6.39981,4.15626,4.88967,7.74919,7.88019,13.5667,1.89517,2.75016,3.5828,5.52547,2.91124,3.6699,2.71503,3.96415,5.01128,1.87842,6.81147,2.86401,5.45412,6.5596,3.42965,5.24685,3.15494,8.17836,1.91602,5.46407,4.65072,1.8535,2.54916,3.52137,3.04457,8.80779,5.08002,7.02339,4.53584,8.24664,10.4601,2.95946,2.95796,3.49409,8.55759,1.95187,2.52138,4.26085,2.90198,4.07939,11.9199,2.33553,4.64755,3.71871,2.72493,3.25064,7.61097,4.91218,9.38273,3.4468,8.35483,8.48423,2.70006,7.82513,8.57607,6.67111,5.47212,3.18456,9.82031,Normal
5.25887,3.93233,3.13149,7.70869,2.14985,4.20192,10.6817,8.63381,12.2961,2.25878,2.11629,3.34776,2.60942,3.35025,3.91462,2.64273,4.28712,5.71104,2.5458,6.02915,2.69192,5.18778,2.49653,3.04556,5.14776,3.00589,3.84868,1.83406,4.16696,4.13654,1.4809,2.66642,2.92326,3.13011,10.9081,3.71363,6.1041,4.28387,7.40947,9.01703,2.96507,3.31715,3.4088,7.19546,2.49238,3.72254,4.47827,5.55034,4.09306,12.3719,2.32937,4.4688,4.58386,2.61905,2.89024,6.14778,3.9076,9.11697,2.99099,6.38806,3.07807,2.70272,7.1289,8.18395,2.19228,3.57492,3.29771,11.0292,Normal
5.95661,3.92378,3.40589,5.02325,5.5976,6.39974,6.59642,6.0208,13.4414,2.21515,2.19505,3.4774,4.42192,2.97024,4.1086,2.96279,3.9219,4.70141,2.48667,7.14287,2.76536,4.29208,7.00012,3.60022,4.58059,2.47143,10.5087,1.67063,8.57424,3.67552,1.72661,2.89605,2.65127,2.77798,7.83815,4.27864,9.15159,5.14204,8.84392,9.81549,2.98215,2.77778,3.59854,9.30042,1.91837,2.77032,3.07249,2.76842,4.04726,11.4936,2.5747,5.83419,4.39207,2.72469,2.74912,8.60313,2.98283,10.2804,3.18235,7.99326,8.69691,2.66588,8.06617,10.2567,5.31249,8.50268,3.17351,7.39126,Normal
5.45792,4.96299,2.83536,7.53475,4.64584,5.81398,9.78928,7.81173,13.1727,2.1724,4.56516,3.52177,4.21744,2.18103,4.21331,2.87285,3.54815,5.22073,1.92674,5.76909,1.91496,3.72557,5.97237,2.22316,4.73936,2.86903,7.40117,1.87247,2.92719,3.86035,2.3363,2.73525,2.70641,2.13387,9.38641,3.81437,7.26842,3.76957,8.00988,10.353,2.96831,2.87813,4.87316,9.72185,2.66432,3.17845,4.17553,2.90975,4.04855,11.5713,2.2963,4.19781,3.69729,2.43258,2.74979,8.07413,3.10985,10.6275,2.94549,8.02463,6.82583,2.67368,7.88932,10.2494,2.65257,4.49422,3.19824,9.92843,Normal
5.59836,4.20228,2.95703,7.93925,1.77231,6.53392,10.0126,8.86914,12.4529,1.6872,3.67348,2.83932,3.56917,2.80047,3.9545,2.60162,3.45334,4.03387,2.46116,6.54522,2.54199,5.05246,3.78202,2.55985,3.05397,3.12214,7.97658,1.86044,5.0431,3.64972,1.66729,2.79095,2.74742,3.08784,9.79109,3.79104,8.07278,4.28469,7.88564,10.2102,3.00038,2.50543,3.5106,9.32701,2.02205,3.03143,4.17214,3.07569,4.11525,12.0997,2.40996,3.93713,3.69562,2.58573,2.802,7.91055,2.74837,9.64721,3.20433,7.44405,6.11298,2.73927,9.23225,9.75791,3.54156,6.28159,3.3458,10.8056,Normal
7.42271,5.6876,6.86836,1.71448,7.9117,7.88792,2.47293,2.5821,12.7123,2.27137,4.64843,7.30064,7.55327,6.8922,8.30294,7.55633,7.74258,7.4836,2.56859,7.68134,5.24395,7.33515,9.02718,5.6064,8.00409,5.39235,11.7943,1.76756,2.24405,6.88605,4.94004,4.02399,4.95819,3.43575,2.06444,8.21027,8.0856,7.4149,9.5796,8.53913,2.93586,8.01104,8.87511,10.9879,3.3932,4.99497,4.73998,6.03119,4.03442,7.26652,7.35848,6.61324,7.13084,6.40726,2.57354,8.97074,5.69621,7.49857,4.58047,10.5837,11.8999,2.64369,11.3929,10.2974,10.3749,2.24128,3.13786,2.68844,Luminal A
7.03281,6.09827,6.20399,1.71346,8.60774,8.02845,2.4963,2.60438,12.6132,2.27044,5.34676,6.41749,6.53805,5.7303,6.70612,5.51417,6.68878,7.93584,2.58123,7.58437,4.08122,6.42382,8.20437,4.67555,7.10554,4.71721,10.4627,1.76616,2.24753,6.38898,3.55196,3.34686,4.27571,2.10991,2.17602,7.26761,8.73954,7.44577,9.52752,10.2889,2.93751,5.77292,7.78961,10.5277,2.83757,4.26648,4.66757,5.43575,4.02055,8.60927,5.90287,6.97518,4.69146,5.16235,2.58605,8.53433,5.0353,8.96736,3.23602,10.4208,10.7606,2.64707,10.7592,11.5618,10.6032,2.24794,3.13164,2.72533,Luminal A
6.50217,5.99321,5.18271,1.71995,6.14214,6.69784,2.54831,2.64723,11.4605,2.27549,6.49381,6.77664,7.55762,6.22856,7.86549,3.81919,7.83395,6.94949,2.57001,7.28063,5.71589,6.6342,7.79549,4.36579,7.78988,2.44474,9.12815,1.77677,2.27138,6.75806,5.41928,4.32941,6.45956,3.43023,2.12211,7.79466,7.77496,5.12525,8.76883,15.2278,2.95272,6.1983,8.50179,9.70125,4.50339,4.07725,4.71344,5.7271,4.04071,8.49611,2.3005,7.3671,5.57063,5.52459,2.61223,13.5292,6.34797,8.8129,6.03843,9.19057,11.2289,2.71639,9.47899,9.39813,9.96548,2.2551,3.1848,2.89606,Luminal B
8.05199,7.45268,5.90766,1.69168,6.08149,5.53425,2.38656,2.53517,11.7833,3.89727,6.12314,9.6102,10.4688,8.79228,10.6802,9.53012,7.11633,9.38189,6.53228,8.19907,7.505,8.47161,8.0681,7.41906,10.0295,8.29435,11.9822,1.73678,2.16703,9.23623,6.33427,5.41993,8.99674,4.58142,2.0252,11.1868,5.99658,3.58392,9.87249,13.7379,3.16995,9.42945,9.98729,10.8564,5.5037,6.84499,8.53765,8.25733,4.02646,6.57549,7.20284,8.26054,8.72645,9.03968,2.50081,12.6191,7.00444,7.75821,8.49198,11.1007,11.5258,2.59232,11.3604,8.98205,9.6188,2.19829,3.08178,2.57284,Luminal B
6.70343,5.43138,4.62015,1.70206,7.43729,6.71933,2.71935,2.52724,13.6882,2.32425,4.87496,3.76263,6.35081,3.61004,5.28083,3.84377,4.84746,6.29906,1.70958,7.22116,3.12747,4.69702,8.62996,4.81709,5.8352,3.29074,10.9365,1.67665,2.21068,5.6033,2.03923,3.3613,3.36233,3.34292,2.70722,5.69068,9.56324,8.24616,9.61103,9.30967,2.92401,3.48466,6.24451,10.4235,2.34099,2.45773,4.41875,3.12565,4.01791,7.41333,4.45529,6.92909,4.40157,5.10893,2.54618,9.14151,3.84493,8.16675,2.98965,9.6713,11.2577,2.56748,10.9676,10.805,9.76113,2.24634,3.09791,3.32181,Luminal A
7.57718,7.46215,6.19191,1.70965,6.5038,6.43495,2.45472,2.54023,11.7836,4.2483,7.08173,8.95577,9.70029,8.78247,10.4341,7.89432,7.93336,9.2898,4.95337,7.9072,6.19788,7.80052,9.50634,6.54236,9.53452,7.47074,11.3969,1.6837,2.22338,9.67109,7.57884,6.42397,9.0781,5.63041,2.05268,9.67948,8.4163,7.51504,7.65341,11.2407,2.95122,9.30065,9.62762,9.61694,7.03054,7.42444,7.7813,8.5882,3.8772,6.88654,2.94846,10.0553,7.62243,8.32289,2.57661,10.7798,7.37866,6.91043,8.24227,8.222,12.2884,2.6094,9.46648,10.1797,9.21077,2.32992,3.09671,2.67354,Luminal B
7.55192,7.20751,7.02579,1.71215,7.00122,7.00825,2.45962,2.56125,11.0414,2.4179,5.52985,8.4035,9.56409,8.28368,10.0599,8.04677,7.52422,9.85914,4.07102,8.06329,6.97566,8.38309,10.5064,5.99787,9.32172,7.10551,12.7664,1.68016,2.22473,8.43418,7.0918,5.29192,7.74348,5.25154,2.058,9.25252,9.30414,8.06482,8.67799,11.3409,2.95211,9.42071,9.45142,11.3957,5.83549,6.66093,6.89995,7.79383,4.03702,6.85201,5.73347,8.19794,7.82385,8.09732,2.58002,10.1079,6.708,9.28431,6.55522,10.0361,12.9598,2.61342,11.8725,10.2671,9.50138,2.24679,3.12594,2.67837,Luminal B
7.39894,5.39009,6.1035,1.71258,7.80759,7.81394,2.47378,2.53852,12.773,2.25065,5.39471,6.39002,6.82299,5.23916,6.8342,3.85729,6.44236,7.51012,2.51087,7.70865,4.79421,6.22036,9.43289,4.49922,6.75182,4.94913,8.59989,1.83757,2.21806,6.50595,3.38435,3.67449,3.86227,3.02593,2.05576,7.23989,7.70399,7.16464,11.1865,10.7931,2.94671,6.93861,7.00686,10.3924,1.82441,4.15508,4.49162,6.20935,4.04223,7.03883,2.27358,7.26495,7.06905,6.10123,2.73091,9.35267,4.95215,8.22802,4.87752,9.68908,11.3975,2.63306,11.1676,10.4652,10.3148,2.33846,3.06733,2.44596,Luminal A
6.64115,4.42662,4.3448,1.71352,4.10507,5.09875,2.4799,2.57081,12.588,2.46109,6.77466,7.13217,8.70065,5.9079,9.11659,3.96922,8.01179,8.18108,2.58863,7.25509,6.53745,7.07194,9.30486,4.54201,7.36224,5.53344,12.5389,1.82459,2.22452,7.97327,5.33161,5.05785,7.44066,3.36732,2.0635,8.97002,8.03454,6.17875,9.85122,10.5776,2.94974,7.63021,8.38223,9.18677,3.42416,4.59971,6.24899,6.93822,4.04369,7.08514,2.69828,7.14947,6.87671,7.36275,2.73829,10.7845,5.31265,8.40251,5.7367,9.11794,11.7068,2.6475,9.83535,10.1847,8.47376,2.38099,4.10208,2.47046,Luminal B
7.70086,7.38767,8.51283,1.71717,8.84498,8.4761,2.47591,2.55901,10.3773,2.25472,6.394,7.40709,8.14247,7.90138,10.9004,9.0484,7.20173,10.025,6.13885,8.04246,6.49217,7.10317,9.3014,7.13176,9.09998,6.77638,11.6036,1.85127,2.23505,8.42056,6.14238,5.99489,9.11771,3.92461,2.06509,8.36788,6.86486,4.0974,8.692,10.39,2.95224,7.69363,8.88619,10.0767,5.80311,6.87015,5.70249,8.33945,4.04149,6.88338,2.40977,8.38314,7.9537,8.5526,2.75906,9.99455,6.69315,7.42725,9.41048,8.82335,11.919,2.65841,10.284,9.6483,9.33702,2.34547,3.11803,2.46342,Luminal B
7.22615,5.95683,7.7086,1.67869,6.87933,6.778,2.38657,2.51486,13.8029,1.93101,6.14688,7.92227,7.84433,7.90997,8.19851,7.36154,7.0821,7.83422,3.43225,7.40069,5.11539,7.95402,8.52201,5.53081,8.10241,6.74277,10.0344,1.76889,2.16058,8.96729,6.0184,4.53606,7.23445,3.7562,2.00157,8.65038,8.58769,5.60246,8.85403,9.08009,2.91982,8.24098,9.52577,10.19,5.78996,5.59451,6.85222,8.32824,4.0506,7.51965,2.42277,7.56442,8.17457,7.27335,2.44584,8.56547,5.4912,9.03767,7.15616,10.3301,10.1204,2.60347,10.739,9.73934,8.86621,3.124,3.08984,2.6357,Luminal A
6.79832,4.80983,6.6067,1.70915,7.50271,7.34082,2.45807,2.58195,12.3816,1.95815,6.84065,6.49072,8.32674,6.70212,8.53853,6.01129,6.50029,7.53507,2.87016,7.08686,4.70583,6.77943,9.81893,4.90721,6.93508,5.98373,9.81252,1.81618,2.23156,7.43058,4.81111,3.92261,6.7318,3.40677,2.05083,8.03153,8.47872,6.92479,9.54151,9.02116,2.99344,6.99012,7.56392,10.2059,3.86125,4.6673,5.23133,5.59848,4.06414,7.3094,3.41276,6.186,6.90131,5.43018,2.54168,8.55387,4.3129,9.07882,6.64052,9.91349,11.0487,2.67762,10.736,9.2322,9.45717,2.15607,3.19072,2.75111,Luminal A
