'ATP1B1','CDCA4','CLIC4','CNDP2','CRYZ','GATA3','GLRX','HOMER2','HSD17B11','IGFBP3','MTA1','PAX8','PROS1','SCYL3','SFN','SGCB','SLC37A4','SPDEF','SPP1','TFAP2A','TNIP1','USP7','XBP1','ZNF395','GAPDH',Class
951.14,2.0944,183.3,285.24,81.267,0.70128,68.344,0.20524,16.334,848.14,8.08,22.355,32.432,1.9879,10.219,18.119,85.23,0.041838,745.04,0.27605,103.37,9.6944,79.937,35.682,4460.4,KIRC
551.04,1.7111,203.72,420.3,72.238,1.904,49.333,0.82093,25.726,676.54,12.973,25.439,32.658,2.4335,2.5045,35.865,56.937,0.34757,657.68,0.27231,109.04,18.606,117.25,133.81,3918.3,KIRC
495.94,2.1892,261.7,724.97,72.708,1.8756,76.884,1.1309,48.092,2168.5,9.0276,21.483,44.369,2.216,4.2692,25.039,92.635,0.29242,1963.1,0.41745,88.413,13.65,60.525,74.262,4057.5,KIRC
78.035,23.733,136.46,19.104,7.5702,9.2204,10.098,1.1056,18.385,94.128,40.825,0.045819,5.1928,2.3581,0.2893,30.822,8.7791,0.99406,18.325,0.48449,25.755,17.521,74.672,6.4517,3880.4,KIRC
28.253,2.3724,28.234,36.651,6.5207,4.3593,18.025,1.4689,6.4575,155.4,9.9072,9.2395,8.2206,1.6747,0.87258,5.0111,8.994,0.97193,49.254,0.95782,29.652,6.5946,165.56,15.258,1144,KIRC
17.182,65.898,264.21,58.574,10.503,4.6209,24.846,4.7884,46.286,9.5832,27.055,2.3507,10.592,2.2403,77.917,18.417,9.6961,0.027889,8.2995,1.9546,79.116,22.223,42.664,6.143,4580.2,KIRC
377.72,7.0897,131.67,54.722,15.433,6.4554,33.296,6.7887,8.0101,94.348,14.475,37.431,4.8423,3.1486,0.50032,14.007,7.0453,0.19637,1439.1,3.1197,48.362,28.182,72.29,11.399,2295.6,KIRC
669.06,0.67895,136.59,131.96,75.834,13.753,39.484,1.9446,18.292,33.424,6.1701,25.09,16.065,2.9117,0.19356,14.655,24.2,0,785.04,5.1396,32.141,13.154,34.606,9.126,643.56,KIRC
281.92,3.4759,119.87,107.65,51.397,1.9655,122.38,1.6698,22.763,594.84,7.7063,10.457,89.478,2.4262,1.7692,20.25,59.199,0.029858,671.34,1.517,83.35,13.667,75.606,30.618,4365.6,KIRC
307,3.0921,123.65,298.7,48.51,1.9609,93.033,0.36953,33.073,419.52,13.475,39.337,56.293,3.0308,5.4366,29.82,58.539,0.32172,680.42,1.673,159.73,17.396,106.39,120.66,3550.6,KIRC
222.37,3.5119,181.2,104.86,52.564,1.2964,38.916,4.6481,17.798,1212.1,13.444,24.802,33.816,3.2597,1.2838,27.126,33.249,0.20944,139.08,0.51827,104.42,16.647,42.866,43.321,3242.9,KIRC
359.38,3.2343,101.99,205.07,51.852,1.1082,36.035,0.51532,31.148,260.35,24.332,17.73,52.228,2.6309,1.0886,23.994,51.291,0.065655,238.68,0.43132,96.077,12.463,35.868,81.067,2683.9,KIRC
372.06,2.1282,97.436,519.21,25.357,15.028,51.856,1.1091,8.3152,504.97,11.948,45.791,5.6902,1.4603,28.453,9.4542,122.2,4.9689,567.56,3.3306,120.34,13.522,90.888,21.295,4189.1,KIRC
1108.2,1.815,75.646,256.93,135.03,46.818,36.47,3.245,15.69,147.03,5.2697,56.916,4.9327,4.9261,3.3323,13.94,14.597,0,2359.3,9.3593,68.621,25.366,124.38,11.051,1597.2,KIRC
298.27,4.6072,141.31,273.08,76.922,0.61048,146.91,0.73435,28.037,1439.6,5.2787,9.0985,353.65,1.987,3.4972,20.038,62.105,0.021539,1027.5,1.1465,101.92,14.883,63.463,27.167,6776.5,KIRC
363.08,1.3057,193.45,369.38,97.062,4.8577,134.48,1.8415,55.573,524.85,7.6858,28.732,24.714,2.8077,1.2869,22.021,173.6,1.6625,842.65,0.94083,126.23,14.503,75.992,55.62,5750,KIRC
193.11,2.4866,68.912,245.54,45.492,2.2026,46.567,0.18073,25.048,837.43,17.418,19.573,22.304,2.6634,0.32367,16.907,57.047,0.33314,300.22,0.40679,133.07,11.738,26.441,63.911,2247,KIRC
488,2.4761,61.304,174.05,25.301,4.5846,21.69,0.26933,20.512,1277,16.965,17.965,35.035,1.7834,1.3134,16.319,39.77,2.0214,355.85,4.8576,102.35,11.26,59.774,39.819,2416.2,KIRC
232.39,4.2907,119.7,389,48.848,1.4871,51.253,0.96206,22.138,732.21,13.702,26.188,35.069,3.7001,3.1391,26.848,54.401,0.065685,483.9,0.25322,86.974,16.594,69.548,101.76,3539.1,KIRC
323.32,2.0935,63.931,137.21,56.479,1.2604,63.434,0.20087,11.924,239.61,13.825,21.796,17.538,1.618,0.71642,10.453,43.867,0.18938,148.45,0.53124,80.654,9.4172,25.603,76.955,2593.2,KIRC
875.69,2.8454,25.692,199.69,46.297,3.2592,7.1701,0.79258,15.717,273.59,19.893,94.252,5.7063,2.5237,71.768,18.231,66.258,1.4137,173.97,1.2891,81.842,9.8458,66.285,23.529,2547.3,KIRC
413.88,1.6993,199.83,481.99,84.561,1.0575,57.004,0.22336,28.437,380.89,13.823,20.362,69.89,3.0606,0.19779,30.954,65.244,0.52598,382.18,0.29565,238.96,10.361,54.24,139.63,2769.3,KIRC
455.44,2.7258,50.498,105.8,33.744,1.5566,49.693,2.4486,20.261,767.75,9.8061,18.661,13.011,3.6708,11.566,11.273,41.405,0.010553,938.69,1.1798,66.252,13.473,298.96,18.313,3207.9,KIRC
358.27,2.5799,242.19,320.47,55.622,0.40684,56.127,0.55445,51.453,1047.6,16.362,23.398,69.013,3.2096,0.22422,24.924,56.361,0.040049,2016.2,0.11876,115.72,16.175,40.579,28.649,2722.5,KIRC
142.72,1.5937,102.43,236.91,74.354,2.1155,162.18,0.78028,36.608,314.53,11.205,46.414,35.754,1.8319,3.346,15.142,89.436,0.7907,896.25,0.45805,134.29,11.702,45.013,50.539,4326.1,KIRC
299.99,2.3124,208.55,384.46,89.822,0.72949,47.562,0.28858,49.978,713.95,13.739,18.452,45.924,3.2317,0.16326,36.428,117.35,0.081142,603.41,0.099256,100.03,14.849,91.553,73.584,2386.3,KIRC
149.7,2.3667,85.511,97.797,28.626,6.0579,43.213,0.71469,17.395,605.17,11.804,29.111,15.849,2.7568,5.9336,11.205,28.429,1.1939,390.31,0.95257,46.889,13.735,66.859,13.737,1473.5,KIRC
239.12,4.7867,38.318,179.41,34.245,0.76974,54.566,1.2343,8.3133,1881.7,19.256,28.595,7.282,2.0629,12.603,7.5674,87.182,0.26511,308.01,2.2384,55.788,11.251,25.918,49.492,7621.8,KIRC
556.95,3.1147,209.89,450.49,66.375,1.1492,65.507,0.64221,38.48,1003.8,8.6835,14.854,33.805,2.3446,1.8559,34.075,48.213,0.11189,1732.2,0.24222,148.14,17.459,108.58,113.58,4362.5,KIRC
311.5,2.9826,221.43,349.75,114.34,3.4386,59.476,0.66401,34.78,253.54,15.048,26.243,26.222,3.0361,1.3987,33.482,92.329,0.77218,502.53,0.61691,97.645,14.667,60.983,91.674,2735.4,KIRC
354.87,1.9619,180.97,262.75,27.888,0.80157,45.632,0.25048,16.613,474.97,9.6659,52.418,22.718,2.318,2.8504,21.734,85.406,0.089058,296.1,0.17078,104.77,19.722,105.59,75.238,4218.8,KIRC
413.6,2.2404,140.98,377.83,89.391,3.2094,50.2,0.26842,36.523,193.62,14.209,39.023,26.61,2.244,0.70938,21.507,76.999,0.88804,269.97,0.80066,156.78,11.66,62.566,162.2,2793.2,KIRC
304.93,2.203,121.05,285.76,78.583,2.2877,71.573,0.37699,27.222,251.41,10.552,28.409,22.729,2.4746,0.30733,25.113,100.71,0.39797,337.21,0.22789,143.66,12.996,51.964,75.072,1594.8,KIRC
658.31,0.87247,39.464,52.675,33.41,0.14554,40.881,2.0594,23.123,102.09,6.9623,31.901,8.7559,1.4,0.031091,11.221,10.243,0.049978,896.29,0.092217,30.832,24.206,54.732,7.9749,837.21,KIRC
774.22,2.031,243.03,200.74,92.051,1.5079,156.43,0.46137,37.183,872.14,6.6325,11.205,62.651,2.4275,11.028,35.333,88.71,0.088599,1541.2,1.1843,95.171,12.861,83.432,92.191,3235.4,KIRC
606.3,1.97,103.84,183.14,58.586,1.0321,21.452,4.9286,25.017,660.06,12.768,14.527,27.246,1.9958,1.0167,22.442,86.04,0.15347,2802,0.38228,81.09,10.008,40.306,94.647,4054.3,KIRC
617.58,2.4195,181.76,333.75,108.41,2.6271,70.028,0.14663,31.079,928.47,8.1267,30.765,27.699,3.6265,1.8576,30.235,81.711,0.1076,317.63,0.36873,122.29,27.806,65.617,41.012,2290,KIRC
357.9,2.1152,113.22,363.66,65.877,1.267,57.717,0.28653,25.605,1171.9,7.1724,10.833,26.342,1.155,3.4193,18.242,67.389,0.34702,794.12,0.25064,134.58,10.831,42.344,45.502,3074.5,KIRC
91.014,2.7136,69.698,73.726,36.042,16.946,19.433,1.3788,12.241,1693.3,7.3937,16.073,8.9665,0.47381,5.3133,8.2029,28.755,8.0178,85.688,3.2751,60.883,8.8881,84.658,43.696,1742.8,KIRC
398.97,1.766,100.27,396.26,61.641,1.3124,34.272,0.27797,17.915,721.31,5.3396,31.346,31.358,0.93821,0.23794,6.1507,145.42,0.07083,1287.8,0.05041,176.19,13.335,54.924,54.307,5408.2,KIRC
246.79,2.4411,68.515,104.11,29.482,2.2633,16.844,1.2218,20.058,861.45,17.293,29.199,22.084,2.0641,0.36898,16.732,36.403,0.77265,287.97,0.62538,47.478,10.896,27.904,43.635,3119.2,KIRC
639.64,2.2185,146.35,202.31,69.016,2.4707,68.67,0.29806,17.052,1512,12.195,24.595,45.229,1.7892,2.0499,13.795,143.68,0.52597,825.19,0.5486,128.39,10.623,54.648,176.23,4505.4,KIRC
298.37,2.6555,135.01,160.02,59.442,1.2127,45.423,0.68604,19.447,322.81,21.546,28.437,33.65,2.5887,0.35689,20.42,67.572,0.47518,162.66,0.24974,117.41,15.462,55.978,103.12,2248,KIRC
189.29,2.1894,341.48,384.3,124,1.4836,67.009,0.18609,40.625,559.44,10.433,17.02,57.53,3.5383,0.28515,55.667,62.889,0.20724,402.53,0.89994,99.144,17.094,95.047,114.81,2034,KIRC
169.61,1.6831,90.424,284.19,71.969,1.2052,34.34,0.15664,22.893,905.96,7.9332,25.252,23.303,2.3991,0.22347,14.209,87.657,0.061405,490.82,0.12018,88.09,9.9949,34.676,61.633,1913.3,KIRC
634.46,2.157,202.48,298.64,78.039,2.982,58.016,0.52226,40.196,611.92,6.3981,16.266,64.45,2.7714,1.5308,24.61,98.761,0.86138,1193.5,2.7122,162.75,17.214,99.102,67.516,4525.8,KIRC
232.74,2.3435,145.08,262.36,72.476,2.5667,46.237,0.32293,35.364,1143.7,20.058,38.675,21.751,2.7047,0.6775,20.447,71.651,0.75025,186.08,0.54831,203.45,17.029,61.684,55.801,2233.3,KIRC
594.07,2.0556,190.34,290.13,75.404,0.43887,60.648,0.32768,25.774,971.04,5.4729,26.229,54.532,3.4858,0.90461,23.493,57.181,0.19952,558.58,0.16207,98.552,17.116,116.74,107.09,1716.2,KIRC
602.52,2.0759,180.18,264.97,116.42,1.0486,41.902,2.398,33.679,1160.9,12.033,38.638,33.181,2.9545,0.98872,55.064,87.187,0.030335,387.56,0.22361,139.01,20.484,67.263,61.277,1666,KIRC
655.26,1.0173,194.36,359.42,119.1,0.44575,77.11,0.28985,20.157,578.98,5.1175,35.128,19.542,2.6874,1.9591,37.881,73.852,0.053275,1283.7,0.057448,103.51,15.417,58.53,75.233,2901.5,KIRC
349.97,2.4233,133.87,285.53,66.852,0.42475,75.462,0.84225,19.156,556.33,14.201,27.901,29.096,1.8212,0.57252,20.842,48.949,0.090896,824.01,0.10482,148.68,19.694,39.109,104.77,2477.2,KIRC
143.46,3.8475,237.84,163.74,26.175,1.1877,18.221,1.8077,25.589,809.76,11.16,17.481,58.539,2.7967,4.2358,32.866,24.078,0.044668,193.05,0.32783,87.236,18.695,101.44,31.749,2481.3,KIRC
221.22,2.9327,115.6,182.89,49.232,1.8952,53.969,0.47853,20.488,511.99,8.8466,6.7621,42.892,2.1575,2.3467,20.122,42.232,0.10669,367.58,0.84672,95.092,14.301,101.41,26.57,1738.6,KIRC
435.76,1.4007,52.536,53.412,15.229,3.7461,18.003,2.7948,13.547,33.736,8.0389,9.8229,7.4482,1.7091,0.82797,13.587,11.974,0.046148,133.65,2.8788,32.727,16.333,75.822,8.7241,1663.9,KIRC
240.51,6.1396,60.52,167.28,29.204,0.26229,12.494,7.6422,23.581,83.247,16.111,60.225,6.9945,2.6648,22.934,5.529,12.027,0.021788,1226.9,3.7863,70.141,12.79,36.176,8.2528,4243.9,KIRC
164.92,1.3502,67.557,190.38,83.443,0.29346,49.395,0.36298,20.006,387.9,15.17,26.296,16.98,1.5005,0.49656,14.354,90.318,0.10643,196.1,0.1022,120.03,9.57,17.398,96.959,2689.8,KIRC
222.07,2.4934,89.917,265.7,59.265,0.70409,38.107,0.46696,19.635,454.8,13.691,17.682,31.143,2.2267,1.3601,29.234,69.237,0.019831,332.3,0.15878,95.97,12.495,30.275,58.455,2089.9,KIRC
482.32,3.1044,72.972,331.16,65.293,3.2288,47.617,0.53285,12.647,471.22,13.449,32.937,11.852,3.0746,0.30635,16.969,108.29,0.16618,162.99,0.99037,127.9,14.964,36.785,46.342,2803.2,KIRC
761.27,1.2264,107.86,190.49,70.324,0.35136,70.022,1.4755,34.093,488.03,9.0962,26.937,73.404,2.2422,2.957,21.524,56.88,0.051527,2170.7,0.36863,191.33,12.109,63.83,73.185,3907.9,KIRC
336.84,3.3247,226.59,206.33,44.549,0.59331,42.692,1.4175,23.665,958.69,15.264,14.073,29.07,4.3953,0.25707,29.253,46.293,0.03061,390.04,0.22512,84.562,17.307,47.654,71.995,3628.1,KIRC
508.39,1.727,115.02,116.12,100.49,0.7427,59.529,4.6727,27.528,784.72,4.7562,0.91235,82.177,9.9072,0.26838,29.812,20.581,0.098965,3054.7,1.2766,89.381,22.798,150.13,95.755,3665.4,KIRC
318.54,2.1997,164.96,98.406,37.16,1.1919,31.735,0.87695,31.904,1085.4,8.2833,19.083,59.734,1.9833,3.3763,26.243,33.822,0.25761,4384.5,0.3102,78.258,17.322,79.02,85.394,3104.3,KIRC
96.142,6.3055,52.976,89.593,15.69,0.23559,12.135,3.5028,13.064,134.04,22.656,22.094,43.83,2.4455,14.287,4.6369,27.196,0.47297,857.08,44.71,42.767,19.108,22.737,12.186,4128.2,KIRC
447.3,2.4678,241.57,415.6,92.152,0.27416,36.776,1.3587,30.815,987.18,18.721,68.294,11.962,2.6019,3.2273,28.499,80.245,0.038959,489.66,0.094525,115.88,16.969,163.51,136.7,1834.2,KIRC
68.92,3.6752,133.69,86.717,19.729,6.2588,12.157,2.9418,18.382,595.69,24.129,17.205,13.092,1.6527,23.45,14.735,33.482,0.028935,315.41,8.6342,89.441,14.124,26.871,44.032,2968.9,KIRC
409.46,2.0485,96.495,637.99,47.087,0.39418,55.171,0.4653,19.215,1844,13.227,49.996,31.624,1.3951,0.33622,23.421,79.477,0.018478,1683.5,0.08767,160.77,17.006,63.559,33.521,2139.2,KIRC
262.41,1.5988,259.32,341.35,92.099,0.37869,49.529,0.22649,34.011,569.82,11.459,28.318,75.072,2.725,0.82176,42.415,66.256,0.0969,820.76,0.12677,86.239,18.473,91.416,71.001,1697.9,KIRC
220.85,1.5941,161.52,365.69,58.37,0.59766,48.652,0.35328,29.255,921.14,10.32,11.961,44.732,2.8211,1.3182,23.803,49.725,0.033239,879.03,0.24313,128.42,16.223,34.785,55.896,1566.7,KIRC
352.81,2.7823,129.66,188.38,77.068,1.2789,14.444,0.34311,20.075,26.948,14.994,59.377,9.0825,2.0236,1.0101,18.055,107.26,0.37747,953.41,4.8067,133.77,13.306,67.214,38.84,7638,KIRC
260.06,2.6883,147.23,204.13,31.149,1.0751,51.383,1.4881,30.365,756.83,14.463,6.9794,51.443,2.9914,1.0615,20.725,35.918,0.073056,848.82,0.24347,131.21,16.394,67.844,46.787,2117.3,KIRC
440.76,7.9618,61.427,134.14,24.259,2.0738,37.265,3.7854,19.778,1244.9,12.832,37.459,8.9024,3.042,26.503,8.3309,15.079,0.046767,512.27,6.5321,136.26,16.467,146.34,17.552,4740.9,KIRC
222.07,2.3854,296.63,307.89,72.264,0.58978,52.679,0.30624,36.477,635.53,15.323,13.116,41.867,3.1074,0.16384,42.085,62.035,0.02341,305.75,0.085619,127.2,23.145,80.068,105.72,1665,KIRC
224.24,2.0549,239.64,356.91,81.229,0.76778,38.396,0.44567,39.844,1012.2,10.73,14.007,55.739,3.265,0.27507,23.628,55.928,0.045103,196.08,0.21018,165.69,20.27,75.087,140.89,1941.6,KIRC
390.62,2.3248,206.42,322.47,57.023,0.63919,40.999,0.32132,39.671,548.58,17.589,18.703,33.452,4.0376,0.064826,30.755,55.368,0.016541,262.16,0.26291,177.63,15.478,35.888,109.63,2791.5,KIRC
487.73,3.5229,212.91,445.44,54.721,0.46473,125.04,0.18177,24.456,1549.4,16.634,8.3806,68.323,2.4013,0.12966,25.729,75.518,0.014251,801.32,0.15003,98.327,13.431,34.739,170.65,8927.8,KIRC
353.15,1.4695,23.405,68.808,0.82841,3.4276,60.327,1.4895,2.6273,12.508,10.41,20.877,1.96,1.1622,0.17645,7.5901,9.6766,0.06029,1151.1,4.2681,51.753,21.954,35.246,6.4486,1580.9,KIRC
621.19,3.0184,246.44,486.54,105.38,0.84369,41.264,1.0915,37.711,498.05,12.106,28.68,56.263,3.1353,1.0156,47.762,103.47,0.12651,625.85,0.072825,126.92,18.286,83.123,144.16,2450.7,KIRC
371.09,3.3848,144.68,249.51,25.596,1.0434,62.426,0.94648,23.35,566.54,17.142,15.597,35.981,2.63,0.86297,25.671,58.436,0.16683,1084.4,0.19143,181.55,17.268,71.191,120.99,2697.1,KIRC
196.78,2.1156,118.97,136.47,63.784,0.58729,48.548,0.15434,24.508,367.37,9.1186,13.657,43.095,1.751,0.25459,22.879,49.335,0.034412,330.61,0.36153,113.57,12.052,34.944,58.003,2350,KIRC
410.01,2.6113,221.09,330.81,97.731,1.2164,74.873,0.17843,34.219,389.12,15.133,16.736,50.957,3.6811,0.6163,22.605,81.606,0.067003,379.45,0.28101,134.38,16.506,63.246,109.51,4768,KIRC
196.37,1.6705,120.58,574.81,41.454,0.65482,175.94,0.37723,17.42,904.71,4.3128,26.417,138.66,1.457,0.83893,17.241,101.16,0.09047,1428.7,0.23475,172.1,16.924,102.66,37.73,4148.6,KIRC
755.31,1.4478,157.85,185.15,86.381,12.186,57.211,1.8633,29.33,51.839,6.5019,28.196,38.271,3.2893,2.7017,25.852,53.932,0.057552,1981.8,3.1245,40.28,16.527,68.104,10.236,959.4,KIRC
402.12,1.6863,182.16,326.47,96.732,0.36112,130.02,0.2761,42.815,507.12,11.876,6.5301,125.96,3.3193,0.089838,45.456,65.742,0.024686,286.32,0.10249,144.44,15.839,98.73,86.713,2361.8,KIRC
1173.4,1.2471,169.5,173.46,100.54,23.151,52.305,3.9951,19.65,31.07,7.545,37.706,12.455,3.8543,0.38584,19.153,43.584,0,695.77,5.6447,62.365,20.362,42.653,13.807,932.6,KIRC
212.04,3.325,243.92,135.18,61.612,1.3131,39.942,0.21476,27.396,1243.1,14.935,11.254,52.195,3.0616,0.20157,37.134,52.316,0.057603,290.34,0.15373,88.775,18.726,52.718,62.516,2133.3,KIRC
1008,1.2739,217.09,182.2,101.56,14.233,68.269,3.1422,27.327,37.408,6.962,27.444,30.066,3.5604,0.28373,21.928,52.171,0,848.55,3.9481,46.489,19.917,51.746,11.137,688.72,KIRC
495.51,1.9018,231.63,460.12,79.985,4.8071,46.78,1.0029,31.27,220.63,10.87,23.152,40.957,3.8713,0.29081,42.843,63.739,0.016621,518.99,0.94141,108.6,18.746,56.654,118.71,1626,KIRC
401.32,2.3606,209.79,343.88,124.29,2.651,75.127,1.9173,62.639,850.71,7.1897,26.537,33.241,2.6627,1.0841,32.554,107.4,0.16087,841.33,0.063606,216.44,23.03,84.224,48.272,2653.8,KIRC
337.53,2.7505,253.32,384.32,91.247,0.1599,47.448,0.21548,50.578,206.9,13.521,22.144,57.982,3.1577,0.56359,37.272,66.163,0.030504,451.63,0.086839,159.36,19.913,75.524,125.02,2507.6,KIRC
790.88,1.6592,182.03,151.03,73.778,18.053,43.988,2.3783,33.841,111.78,7.4457,30.978,27.711,4.1052,1.4391,23.822,33.223,0,1139.9,4.5257,48.261,20.358,55.203,13.933,809.45,KIRC
206.03,1.9854,154.58,252.64,59.255,1.7022,72.859,0.50903,42.543,1172.7,10.232,7.618,55.083,2.2494,0.63655,18.457,87.996,0.057648,624.02,1.1397,145.97,12.724,29.375,85.197,4173.8,KIRC
426.78,2.0771,263.32,482.01,86.723,1.301,38.593,0.39297,47.018,723.5,14.79,21.277,74.822,2.7131,0.73839,37.998,75.852,0.019538,721.68,0.21727,143.47,17.218,66.184,67.542,3368.5,KIRC
1059.5,0.89631,270.02,246.23,94.352,19.098,63.773,3.9027,24.112,37.752,6.4053,30.303,21.315,3.6721,0.1878,21.923,50.561,0,1221.9,4.7792,58.556,19.435,40.666,12.892,935.03,KIRC
596.97,2.0584,319.11,559.61,96.203,0.36732,169.1,0.22236,42.504,1123.4,8.9917,18.701,52.397,1.8232,0.9012,29.827,145.47,0.030905,910.15,0.47962,269.1,19.052,84.381,54.774,5920.2,KIRC
1131.9,1.1069,157.07,180.01,101.77,22.961,65.982,3.513,17.861,40.297,7.3542,29.568,8.8396,2.8156,0.19616,15.306,30.722,0.0070071,1192.2,5.2862,52.727,19.427,42.003,13.279,996.53,KIRC
268.98,2.3878,357.21,472.44,123.52,1.4371,47.954,1.8829,32.914,1159.3,6.1508,35.737,26.491,2.1209,5.7945,25.041,55.231,0.036555,4882.3,0.11382,108.89,24.462,55.826,29.052,2956.5,KIRC
353.26,1.3696,178.87,304.57,65.665,0.57288,31.272,0.25559,44.101,1225.3,5.901,24.864,32.746,1.2253,5.198,21.88,50.618,0,683.5,0.036355,107.8,13.923,65.389,61.317,1811,KIRC
911.12,0.90686,196.73,225.18,97.817,12.969,67.466,3.9655,21.234,36.258,7.0646,25.972,15.235,3.077,0.18688,21.083,47.798,0.0060688,704.04,3.9844,55.016,17.302,38.364,12.426,941.26,KIRC
561.91,2.0073,328.19,490.55,143.19,0.92113,73.042,0.38097,42.896,534.86,11.816,25.233,62.862,3.6388,0.29379,69.364,100.71,0.041979,531.8,0.10892,167.28,14.697,51.458,124.35,3108.4,KIRC
1102.4,1.8345,153.83,181.48,72.181,27.07,33.755,2.7619,16.452,99.405,8.9976,47.795,17.891,3.6699,1.4163,19.109,26.293,0.019182,669.57,4.3659,60.422,18.479,44.275,11.422,851.6,KIRC
302.75,1.0225,103.65,510.05,78.083,0.48505,85.983,0.31377,47.7,658.82,3.401,12.151,102.92,2.1193,0.11451,40.666,101.44,0.10412,591.87,0.039699,140.63,12.197,24.989,60.475,3138.1,KIRC
1168.5,1.7689,130.83,134.31,133.1,27.049,51.865,2.3542,18.097,75.08,8.5635,54.313,10.425,3.8238,2.0297,18.127,22.314,0.023017,1121.4,6.4399,55.773,14.215,82.977,11.298,923.45,KIRC
877.9,3.1521,83.999,434.4,42.802,0.89011,24.113,1.3816,36.8,403.4,10.61,16.428,21.058,1.9158,0.34879,35.576,74.85,0.028975,188.61,0.089361,131.94,13.208,56.718,120.9,1637.9,KIRC
1209.4,1.2484,110.66,148.98,63.003,23.58,40.324,3.2535,12.522,60.615,7.6829,46.93,8.3178,3.5269,0.47127,16.303,25.291,0.0092244,402.16,5.4845,55.521,20.056,56.481,12.162,795.91,KIRC
323.49,1.6,335.41,560.56,118.69,0.74576,114.86,0.61439,51.667,311.07,11.557,28.268,40.783,2.882,0.067424,46.948,121.61,0.019268,287.21,0.03714,247.73,17.323,89.237,106.11,2126.2,KIRC
1668,1.5974,115.07,138.84,116.68,21.385,36.519,2.7339,12.259,108.16,9.0754,61.607,7.6171,3.7416,0.61369,20.52,16.372,0,275.62,4.7847,59.454,20.573,57.043,8.5958,819.54,KIRC
946.11,1.1975,90.985,188.48,43.86,0.60463,24.457,19.096,15.315,251.95,4.4041,14.122,9.3248,2.2369,7.1578,23.364,45.196,0,1749.7,0.050718,40.189,10.385,354.31,65.075,1294.4,KIRC
886,1.2324,255.52,222.64,138.34,12.586,102.1,2.7467,31.931,41.5,8.0577,36.164,26.893,3.6481,0.65535,25.95,78.601,0,1350.1,4.0336,51.859,17.339,57.557,11.679,944.26,KIRC
436.23,2.6308,185.36,384.78,87.822,2.1515,34.206,1.9443,30.312,299.07,11.427,20.913,43.525,4.0272,0.59994,53.279,76.238,0.035298,263.69,0.39477,120.06,19.915,79.356,68.536,1746.7,KIRC
299.3,2.1194,373.37,238.84,68.819,2.1597,53.196,2.4526,40.324,2117.7,8.4127,11.744,46.144,3.8522,0.75921,40.984,50.358,0.029479,205.18,0.34267,130.42,21.925,44.187,47.061,1473.9,KIRC
1526.9,1.5703,210.73,247.91,136.15,18.292,60.41,5.1697,15.494,88.699,8.8422,52.292,12.759,4.6593,0.2358,22.141,32.92,0,675.45,4.6155,75.396,23.072,49.968,13.953,1128.7,KIRC
519.48,1.7685,319.37,574.51,126.71,1.064,41.641,0.17622,51.193,2069.4,7.7948,10.609,81.189,3.2769,0.22783,60.961,80.78,0.011226,406.7,0.066578,191.24,19.145,71.262,119.27,2270.2,KIRC
540.64,2.1928,219.63,117.99,64.139,16.042,28.469,1.8395,32.307,74.474,10.954,28.121,33.892,3.4052,2.5127,26.13,19.14,0.0099731,1220.1,3.3685,49.085,21.419,73.606,13.553,662.56,KIRC
461.37,0.97178,397.96,306.6,248.85,0.29466,129.45,1.5958,63.922,477.77,4.695,40.184,72.365,2.3178,5.082,56.71,159.77,0.060429,1287.9,0.053759,252.27,14.064,100.92,36.736,3259.8,KIRC
583.25,2.3501,300.82,473.17,116.33,0.54475,51.859,0.29395,62.602,953.79,11.336,20.562,28.901,3.0749,1.5211,44.153,80.39,0.02539,474.24,0.048188,180.86,18.332,60.315,54.268,2542.7,KIRC
495.32,2.7371,305.14,464.7,75.631,1.5478,48.658,0.78035,53.12,733.81,11.721,10.533,82.778,2.56,0.35545,54.855,49.221,0.0047914,279.24,0.23018,146.8,24.131,72.578,109.61,2267.3,KIRC
449.65,1.1258,16.165,80.928,18.343,14.014,53.389,1.3902,2.729,34.42,11.528,32.288,2.4375,1.9274,0.053925,6.2841,8.6626,0.0042807,333.38,5.6565,42.796,35.6,55.414,9.874,1517.7,KIRC
424.31,2.7387,138,364.9,76.642,1.9479,94.57,0.29951,36.532,622.78,13.986,14.231,33.448,3.5722,0.21094,27.925,55.574,0.011593,779.73,0.10084,162.14,17.318,97.881,137.73,2380.3,KIRC
185.21,0.90706,105.96,135.13,23.334,0.84172,60.288,5.5664,33.483,33.008,5.638,56.207,17.458,2.1767,13.226,12.115,26.791,0.024143,9692.5,0.057275,74.189,17.945,97.846,10.762,2187,KIRC
341.26,3.328,229.8,307.96,142.02,0.33903,121.8,0.27676,56.307,225.35,12.037,15.161,58.459,3.434,0.32254,37.848,90.376,0.051649,491.39,0.080116,164.91,9.0281,137.79,87.825,2175.6,KIRC
205.54,2.1721,179.45,296.3,51.461,2.232,98.694,0.30914,29.905,738.37,15.937,18.275,66.207,3.0624,0.2743,29.818,50.893,0.2344,704.76,0.31222,149.18,16.797,80.612,110.08,1962,KIRC
226.14,1.498,326.18,655.95,92.396,0.75886,62.039,0.94735,37.035,700.8,10.644,24.136,40.545,3.3661,0.13367,51.896,93.604,0.038907,405.31,0.081811,196.53,19.907,66.284,117.34,2148.4,KIRC
