'ATP1B1','CDCA4','CLIC4','CNDP2','CRYZ','GATA3','GLRX','HOMER2','HSD17B11','IGFBP3','MTA1','PAX8','PROS1','SCYL3','SFN','SGCB','SLC37A4','SPDEF','SPP1','TFAP2A','TNIP1','USP7','XBP1','ZNF395','GAPDH',Class
41.063,7.9565,72.3,74.284,21.562,183.74,26.6,7.3159,6.3781,54.214,16.33,0.82918,3.5599,2.5459,17.493,14.72,6.5721,60.786,160.96,24.846,35.228,33.937,791.84,11.21,1269.7,BRCA
76.895,2.528,90.463,48.826,11.163,72.963,8.7686,11.881,14.896,31.202,19.347,0.90849,30.99,6.6026,12.609,15.662,9.648,34.385,36.535,30.577,39.28,25.967,619.77,25.619,630.65,BRCA
91.687,8.5007,71.988,48.914,16.591,230.08,39.145,2.7121,10.183,37.831,23.697,0.58781,6.1336,10.549,11.719,8.9549,14.749,90.676,118.63,40.749,29.469,35.748,901.71,7.1473,2016.1,BRCA
78.335,3.6072,100.63,51.654,12.564,51.78,16.39,6.6807,23.616,66.98,17.853,1.4179,22.156,5.9083,13.671,19.436,8.2419,26.453,21.466,14.869,78.565,25.949,491.33,21.183,594.78,BRCA
130.46,6.9593,64.448,59.7,8.4539,127.95,5.1217,0.63238,8.0659,14.776,11.934,0.078312,2.3914,13.878,11.967,7.203,15.078,52.779,16.07,48.397,33.933,62.56,720.34,6.1529,1414.9,BRCA
47.882,3.7167,99.683,59.152,11.194,48.602,12.039,6.898,29.662,71.248,17.625,0.38427,23.607,4.8746,15.506,17.14,7.8004,25.412,26.561,15.805,60.127,29.766,505.47,22.82,621.87,BRCA
68.902,6.3067,84.681,119.52,17.933,149.15,18.163,5.887,11.819,43.109,14.994,0.11514,10.129,5.6161,13.77,13.854,5.5271,53.334,84.52,23.4,38.668,41.878,759.36,15.657,1551.8,BRCA
89.545,4.1702,110.55,50.604,21.671,69.398,10.346,10.312,26.348,65.056,17.426,0.36671,25.739,6.5572,12.38,17.229,7.1675,31.086,32.261,20.382,67.37,28.421,692.71,22.759,495.45,BRCA
102.21,5.6789,171.9,93.786,28.69,171.04,3.5985,17.147,10.908,63.423,12.462,1.5382,2.7843,5.5975,8.2656,19.088,11.683,46.625,64.547,14.248,47.378,67.197,1468,4.7281,747.7,BRCA
62.637,1.828,100.72,30.476,12.381,37.021,9.3777,3.8998,24.597,36.853,15.41,0.33583,17.365,5.1218,8.4961,22.481,8.0107,11.729,9.9318,9.7742,60.804,23.873,319.72,24.336,388.56,BRCA
442.25,5.6394,98.15,71.815,7.4587,155.61,22.949,3.5074,6.3959,32.458,22.263,0.49289,3.5502,17.785,11,13.284,5.1652,128.88,62.739,27.707,30.305,40.187,1704.9,17.787,1630.8,BRCA
188.68,2.7335,100.01,43.507,19.267,96.525,6.5211,6.7522,22.277,82.691,17.837,0.12264,20.291,8.6442,12.158,15.727,8.0698,27.242,8.1509,24.428,35.736,31.442,466.71,28.77,649.85,BRCA
132.42,6.803,202.11,39.444,11.464,12.797,37.508,18.195,4.6968,12.633,16.479,0.92425,6.4031,12.903,17.408,9.2049,15.604,10.135,19.153,21.078,28.018,41.068,190.84,19.068,1792.9,BRCA
82.09,2.982,73.036,39.663,17.277,86.154,8.6589,9.8426,24.768,51.806,17.666,0.46605,22.687,6.9948,7.2428,16.565,9.1307,20.023,2.065,21.049,41.915,27.394,410.61,30.122,583.37,BRCA
96.743,7.2432,53.044,94.868,10.961,186.74,6.2602,5.8817,4.7479,28.115,16.619,0.38012,4.295,9.3526,8.4222,3.4214,6.2506,106.35,41.463,53.27,26.411,39.63,552.52,14.926,3878.5,BRCA
98.787,3.6288,114.57,56.603,12.479,48.546,15.462,9.9953,24.002,98.983,15.626,0.51758,21.294,6.3318,25.074,16.266,7.3452,18.438,90.751,17.155,71.792,25.624,430.91,19.151,720.48,BRCA
107.76,3.6057,54.634,62.507,21.681,318.58,24.77,5.3716,5.4353,9.5253,14.418,1.8233,1.9205,17.384,17.241,3.9279,14.399,132.33,39.442,65.044,22.805,36.45,2537.9,21.931,787.97,BRCA
91.018,11.474,69.065,105.12,12.462,19.879,11.023,5.2852,2.6922,13.277,19.036,0.77467,4.7399,8.4461,4.953,8.0176,14.311,1.6355,251.15,37.686,33.863,66.872,50.997,8.4822,7880.1,BRCA
128.07,4.1296,120,50.194,21.857,38.377,13.104,15.224,17.293,61.479,16.736,0.84615,26.75,6.0721,30.638,15.052,9.2699,32.333,13.615,16.027,43.535,31.487,682.78,25.964,821.64,BRCA
86.272,6.0733,101.13,27.271,13.645,200.86,24.639,1.6172,7.385,32.581,9.9822,0.35777,3.2101,9.8216,17.117,7.8018,27.111,75.46,376.89,16.085,22.053,34.2,1366.2,15.421,2384.9,BRCA
60.982,3.3174,31.209,60.606,8.5702,45.706,16.332,14.004,14.419,62.142,22.271,0.77527,16.175,5.0414,34.803,9.112,8.2845,50.122,14.945,22.519,50.693,21.637,532.64,19.663,870.11,BRCA
96.864,27.16,132.55,41.65,5.5248,7.8127,7.9026,7.2834,7.1598,109.2,31.63,0.19363,3.0566,7.0304,31.164,8.8422,8.068,0.25743,530.43,5.5923,42.445,51.206,80.231,4.1023,1453.9,BRCA
55.383,2.506,130.09,39.097,13.947,21.815,13.005,5.1526,34.427,95.113,12.497,1.3625,33.532,4.5436,12.292,18.037,6.2021,11.807,21.985,6.7253,56.747,24.946,278.01,20.019,643.42,BRCA
289.07,4.1054,63.484,48.964,4.4651,1.8389,64.738,25.353,4.9864,19.889,32.312,0.5439,4.6991,7.626,19.08,2.5447,7.4633,247.83,139.26,19.865,25.89,28.469,1700.9,7.267,2754.3,BRCA
19.004,2.9314,125.94,40.122,13.988,1.7193,28.408,1.2512,63.901,110.4,10.986,1.3326,31.623,2.7661,0.13594,24.888,6.1132,0.050672,35.279,0.16279,78.738,19.846,75.346,13.231,592.28,BRCA
63.093,6.6231,173.83,77.405,25.049,135.72,10.588,3.2704,16.505,46.888,9.1949,0.72776,11.825,9.267,10.032,11.701,6.7104,31.93,404.75,43.226,25.544,29.772,616.76,8.9253,1342.8,BRCA
81.924,3.9132,118.08,40.474,16.19,74.944,10.723,11.501,33.081,118.48,16.453,0.3265,27.367,7.6566,6.7296,18.181,7.1575,17.174,5.8605,29.027,36.581,30.606,415.42,25.869,378.15,BRCA
27.173,4.4765,100.25,103.85,16.631,203.37,25.553,2.3746,10.091,29.925,16.712,0.19491,7.6657,10.835,8.3981,6.8227,9.6659,66.579,35.273,43.319,20.851,59.066,1342.2,14.171,455.96,BRCA
111.13,2.8669,142.3,43.484,18.178,56.566,8.6614,10.809,22.682,73.915,14.585,0.84034,34.159,6.3893,15.69,16.361,7.6068,15.169,14.921,21.879,31.859,28.541,530.77,25.356,653.55,BRCA
103.71,5.1421,94.519,71.533,24.42,105.53,31.768,8.8562,21.619,31.517,12.638,1.098,16.899,10.344,2.5269,11.685,6.8007,20.384,123.3,8.1962,30.385,38.299,965.99,24.639,505.11,BRCA
113.18,4.7241,134.56,44.086,14.019,33.906,11.682,8.1462,28.549,45.561,11.101,0.71655,37.358,5.9916,11.281,20.477,7.3158,14.417,9.6625,18.757,26.37,30.241,544.4,20.93,486.23,BRCA
12.719,4.7536,65.598,33.617,3.4668,158.81,23.381,4.5396,5.0602,25.588,17.792,0.42462,3.6174,10.628,8.5216,10.666,7.8211,120.99,276.8,25.232,21.23,32.653,759.74,44.396,2049.6,BRCA
104.35,3.9026,87.927,49.345,15.27,62.691,12.115,9.2083,18.044,41.831,13.76,0.21714,23.594,9.1694,7.0765,18.104,5.8169,26.638,14.528,25.61,26.547,36.205,903.82,18.348,531.82,BRCA
209.37,4.7476,88.724,74.326,8.1332,130.15,9.4742,7.8596,8.8472,62.796,10.114,0.12097,10.784,11.432,19.25,15.627,7.7864,29.199,52.832,11.792,26.819,47.52,1282.6,4.5419,917.96,BRCA
199.36,3.631,88.146,46.069,18.193,63.929,18.124,5.4607,10.542,37.11,13.886,0.14208,6.8227,16.068,15.231,9.5171,9.6302,46.143,204.63,24.649,26.409,56.212,288.37,13.105,671.55,BRCA
209.49,3.4886,80.659,54.014,13.238,74.889,12.622,5.4275,11.945,111.86,12.641,0.95753,3.9545,9.0529,6.3313,22.95,10.343,31.746,107.33,7.7246,33.926,31.836,891.21,6.1847,1134.8,BRCA
155.84,3.1547,119.88,46.728,20.037,60.98,13.39,12.079,31.543,157.12,14.941,0.13482,26.796,5.2935,10.054,17.412,7.0348,15.117,4.2638,18.937,55.169,25.101,575.92,24.581,586.69,BRCA
264.89,6.0654,132.42,49.87,24.436,3.4288,35.111,6.9284,25.358,54.329,10.507,0.19917,13.574,5.9352,15.386,20.431,10.871,4.4523,605,14.989,35.615,32.849,226.64,7.3495,830,BRCA
63.406,2.417,101.66,38.553,15.174,27.716,10.249,5.3749,28.095,89.517,15.539,0.84755,19.661,4.7508,6.1332,16.825,7.6391,7.7562,127.21,9.4328,50.371,23.135,232.79,23.453,413.68,BRCA
138.42,6.0478,160.81,36.901,63.909,111.98,16.276,1.4901,19.287,58.386,11.621,0.28739,10.297,8.8517,7.872,13.175,7.8024,36.396,263.33,26.158,11.496,40.431,961.36,4.2831,742.81,BRCA
148.43,7.7532,126.63,46.381,44.011,361.86,3.1292,11.374,6.4086,15.041,7.8034,1.1292,3.2626,7.2371,5.9671,12.886,9.4143,32.646,20.766,34.963,8.9184,66.528,1336.6,8.0643,998.11,BRCA
87.385,2.2965,152.91,25.13,14.167,32.995,16.672,3.0576,32.786,106.91,8.5206,0.63634,46.136,4.9021,12.175,23.956,5.9745,5.762,28.066,9.4975,32.763,25.858,309.8,12.929,496.27,BRCA
109.75,3.9644,121.43,46.884,18.104,58.199,12.4,11.152,28.109,112,17.519,0.80662,35.326,5.7594,18.101,15.727,9.04,18.807,12.949,19.096,37.217,26.755,389.84,23.238,931.91,BRCA
14.983,2.5902,127.08,85.824,23.227,132.99,28.176,13.059,4.753,23.976,3.5223,0.63389,3.776,5.0677,5.666,8.8305,9.2322,47.963,35.713,46.323,15.604,57.267,888.13,4.1918,1117.8,BRCA
129.96,3.7637,110.98,59.472,14.019,73.358,16.866,6.8898,27.485,123.64,17.652,0.32914,25.695,5.5071,22.017,12.603,10.156,42.663,14.747,23.343,53.156,26.568,763.21,23.212,672.88,BRCA
49.869,29.715,72.767,94.59,7.1406,1.6632,16.006,2.4789,7.406,9.448,31.109,0.10377,1.6283,6.3773,34.112,11.087,7.0263,0.53419,198.44,44.778,36.655,32.121,240.89,8.8565,1203.6,BRCA
98.438,2.839,99.505,40.078,16.634,58.382,15.788,6.0811,31.341,89.44,15.165,0.047409,20.483,5.6123,6.0169,22.88,8.4313,17.043,17.028,20.1,60.188,26.143,598.19,24.25,646.15,BRCA
134.08,3.728,128.12,63.463,40.133,104.51,25.849,18.944,6.2366,33.297,10.674,0.24221,2.8159,5.3456,22.661,10.021,5.5108,69.591,301.81,20.298,31.872,38.587,598.79,6.9143,2703.2,BRCA
78.142,3.8547,98.545,32.561,20.234,46.594,8.4147,9.1364,24.142,43.395,13.169,0.56224,24.185,8.624,7.4092,16.419,8.2271,13.093,2.2329,28.527,18.382,33.581,309.73,23.939,622.51,BRCA
66.035,4.0709,113.17,59.349,19.78,161.67,8.6283,7.8081,19.762,33.852,9.2166,0.32423,12.412,7.0095,9.9834,8.9868,9.9408,36.423,19.619,58.332,17.597,39.844,1071.7,9.0189,801.7,BRCA
156.15,4.3689,161.97,21.353,15.489,57.316,14.137,9.2327,40.741,81.5,6.2415,0.61918,26.992,3.7305,12.307,13.956,6.0676,9.7229,6.4149,33.178,15.167,17.752,967.7,16.3,503.68,BRCA
14.734,6.2318,48.261,68.577,19.632,204.91,5.3974,4.3481,4.4641,27.121,16.988,1.3469,2.7624,5.358,15.435,5.087,11.221,66.373,70.209,23.952,23.526,60.376,2066.2,6.5644,901.74,BRCA
101.33,3.5912,112.84,40.907,18.617,21.573,15.447,11.642,33.734,95.655,17.834,0.24093,31.849,4.2857,18.943,17.79,9.4262,7.9795,4.6207,11.325,47.811,27.395,222.09,22.909,891.34,BRCA
65.226,3.4703,128.82,47.067,13.306,85.15,6.9712,34.835,15.151,35.482,16.295,0.1827,19.61,11.256,9.1604,13.307,9.1866,57.333,19.792,21.496,29.324,28.416,592.01,15.118,616.56,BRCA
124.15,3.1606,196.25,29.633,24.804,38.721,12.887,15.245,41.542,111.28,9.467,0.23593,33.569,5.7768,7.7569,18.498,6.2539,7.7265,23.926,18.437,25.023,30.967,444.87,20.384,515.68,BRCA
315.74,8.1126,57.153,51.642,32.625,346.47,40.413,6.5718,9.3051,14.255,13.831,0.05433,2.5296,22.659,53.068,20.826,13.554,100.35,45.117,64.48,23.724,26.363,1020.5,16.479,1136,BRCA
158.27,8.4308,42.9,85.175,30.148,326.53,18.82,13.77,6.1955,21.032,32.047,0.23324,4.2091,16.739,8.3203,8.8548,16.167,73.935,83.897,30.766,38.119,49.142,1092.4,36.831,972.57,BRCA
91.269,3.5383,114.83,41.534,17.955,58.812,8.4305,6.6046,30.479,85.382,15.146,0.56166,32.507,6.3587,13.604,16.792,7.3534,17.125,5.4553,18.628,34.652,30.979,479.8,28.641,524.93,BRCA
9.9627,3.6751,164.41,19.898,39.416,373.12,5.7582,0.9523,10.979,33.136,4.1449,1.6147,6.1042,9.2545,7.6063,13.823,11.54,33.531,536.92,17.533,12.114,41.971,581.06,9.5151,1769.5,BRCA
94.627,4.4259,101.03,39.414,18.068,23.858,16.323,7.7888,39.087,111.73,11.369,0.016297,42.419,5.4072,10.839,13.796,7.9249,5.473,10.555,17.326,30.041,28.564,323.23,21.267,748.46,BRCA
139.36,13.907,128.18,49.875,36.001,170.6,16.626,6.8014,9.9721,219.31,21.115,0.17111,3.7699,10.619,11.617,17.064,8.9217,15.16,409.9,14.172,25.708,41.813,432.51,32.733,3683.3,BRCA
111.78,3.2815,101.53,54.957,14.273,57.503,14.519,7.6614,31.001,74.072,14.644,0.25842,25.801,5.9019,12.214,14.523,9.6779,27.97,121.27,19.704,29.46,24.178,517.96,19.833,539.14,BRCA
104.1,3.7666,91.462,51.196,16.544,43.186,8.1867,10.66,19.728,34.672,21.128,0.66227,26.011,7.3609,17.482,13.22,8.9253,40.597,13.89,25.212,44.333,29.357,744.91,24.63,640.82,BRCA
95.77,9.457,153.78,72.574,16.176,21.148,7.1056,13.344,12.62,77.513,20.734,0.38427,15.313,6.8321,36.9,11.065,10.601,53.968,52.268,29.192,28.776,35.901,563.81,7.6601,1230.5,BRCA
219.26,6.1166,168.25,47.467,17.51,128.31,10.209,11.98,6.1309,83.764,15.908,0.052843,13.275,7.6276,54.093,9.5565,3.5074,50.533,214.65,32.553,25.015,42.149,1315.9,11.088,984.86,BRCA
121.83,3.3734,94.298,82.907,7.5162,60.941,45.889,6.9351,6.5167,163.21,8.5468,0.26389,4.1528,8.8326,8.2723,15.227,13.317,54.44,121.65,8.1832,17.896,37.058,1091.7,10.965,2210.6,BRCA
103.55,2.8451,109.47,29.438,14.622,34.262,11.09,10.092,21.945,89.949,15.237,0.14227,25.073,5.7869,11.152,22.892,6.8405,10.712,9.9069,17.447,45.732,25.091,282.19,24.775,604.06,BRCA
68.938,6.3377,91.598,20.315,4.6244,90.737,21.563,3.5665,5.9686,27.912,18.857,0.11002,3.5603,5.7534,18.587,6.5477,15.476,78.28,265.2,67.391,26.243,25.723,1422.6,8.8754,2271.7,BRCA
20.519,1.4748,102.56,27.073,11.116,7.4296,23.498,2.7082,29.067,124.75,11.63,0.45515,24.442,3.5778,2.5928,22.899,4.407,3.4908,11.672,2.5872,71.52,21.215,149.88,14.455,420.75,BRCA
87.886,2.0605,99.049,26.297,6.4684,276.91,4.5674,24.334,3.9794,15.715,3.3906,0.74935,3.6982,5.5982,2.1156,43.617,6.2896,31.087,31.601,39.983,13.17,70.025,1908.8,7.0103,879.6,BRCA
63.287,3.4064,73.594,50.468,13.382,37.67,7.0594,19.059,17.355,40.505,17.263,0.032499,21.992,7.5692,22.528,12.126,9.562,24.874,11.618,30.821,31.354,31.901,544.45,24.509,700.09,BRCA
58.7,11.989,180.03,45.984,8.4483,3.4722,7.8119,2.4336,21.624,183.73,35.294,0.56269,14.625,2.9564,19.037,12.507,7.4285,48.912,25.156,33.442,24.891,27.096,280.14,5.9547,764.54,BRCA
69.249,2.5268,149.13,52.801,16.376,46.215,19.931,8.8082,27.62,69.359,12.011,0.63618,32.999,5.8014,12.406,20.01,6.7338,14.762,24.197,15.501,41.326,27.847,504.58,17.964,558.85,BRCA
26.786,7.302,53.465,66.729,22.975,149.1,15.263,6.0693,9.3329,24.65,12.863,0.27875,2.6549,6.9913,10.477,8.7097,11.153,37.411,77.229,12.511,22.23,29.545,408.11,6.2092,1551.2,BRCA
276.69,5.2135,90.693,55.798,22.079,182.09,11.457,38.877,16.31,20.09,26.291,1.0341,7.1361,16.923,8.6183,12.089,7.4765,69.253,56.202,36.159,30.601,41.362,1448.5,19.998,841.07,BRCA
164.11,7.7975,108.26,93.023,9.705,12.104,80.309,5.5591,9.1942,19.686,15.416,0.42054,6.7854,5.0823,32.863,16.289,11.234,0.5061,149.62,12.313,82.73,33.827,117.74,7.0874,2331.9,BRCA
153.76,10.503,51.397,63.697,18.884,22.927,8.0496,14.595,7.898,159.04,27.573,0.10905,6.0954,7.2095,45.598,12.137,11.13,22.152,129.35,13.306,40.637,44.932,305.13,9.3917,3257.9,BRCA
46.312,3.8953,63.403,43.628,8.7478,341.83,7.2178,15.507,4.6606,45.129,12.736,1.7268,3.2901,9.6918,0.14326,13.576,6.5146,134.47,3.5193,53.73,22.672,34.181,950.67,2.5262,820.91,BRCA
77.502,6.5478,92.842,95.823,19.619,204.51,24.601,5.2315,8.8996,80.4,24.456,0.048425,3.5599,5.3457,13.621,7.731,15.571,49.741,238.38,32.534,43.561,38.011,1284.7,7.5152,1274.5,BRCA
34.789,7.6331,122.72,112.12,22.404,46.106,24.242,49.047,10.005,47.639,21.499,0.61425,5.9998,4.4827,26.475,7.3838,14.198,73.362,529.64,9.5936,24.957,46.038,1316.1,6.5631,2160.1,BRCA
97.827,7.1004,91.154,49.381,33.93,2.3163,23.441,25.706,8.9795,21.937,19.498,1.1346,3.7012,7.5457,29.208,5.3525,19.251,60.584,55.007,34.878,33.2,28.46,140.82,4.0298,1977.9,BRCA
87.579,6.1246,102.22,61.848,18.381,31.774,8.9973,4.1798,11.32,33.54,32.115,0.64275,6.6138,9.5415,30.61,5.2878,4.3976,61.569,129.86,51.189,53.525,35.293,499.14,5.9102,1088.2,BRCA
42.469,8.1917,102.79,54.443,11.077,171.22,6.8619,7.0173,8.3568,50.332,21.759,0.12706,4.8083,4.681,9.0641,7.7906,21.231,90.591,172.45,36.558,38.978,35.776,1145.3,18.307,3362.9,BRCA
13.399,10.106,32.039,159.64,33.224,216.44,5.8211,26.781,15.443,51.874,21.846,0.49117,1.0403,4.158,44.307,7.7654,13.468,92.767,6.1941,49.572,39.797,50.361,559.87,4.4542,1610.2,BRCA
84.508,6.0875,84.52,63.913,7.9038,15.058,58.819,2.9138,12.507,143.62,16.625,1.2489,3.6829,5.2689,12.043,6.5246,6.3425,1.1214,49.483,9.2908,48.616,27.471,195.94,9.7123,830.77,BRCA
55.854,4.6227,102.7,98.874,11.945,151.21,6.8506,6.6956,9.7454,34.814,11.516,0.64786,4.8029,6.3549,14.37,7.5101,14.272,96.392,392.5,18.332,29.886,45.958,2089.4,6.5939,2423.8,BRCA
93.028,8.4116,48.614,85.398,32.472,260.36,27.925,10.463,5.9457,175.85,22.781,0.20394,2.4588,5.7089,46.092,11.603,8.9392,89.974,88.306,35.507,49.925,54.251,631.66,7.4369,2195.8,BRCA
90.33,6.4718,53.871,57.007,4.6573,98.891,10.062,8.6183,4.0592,22.382,23.33,0.11719,1.8294,11.019,8.1561,5.4209,10.175,134.09,229.78,22.645,29.479,33.626,1568.8,13.355,2512.5,BRCA
25.692,9.9624,63.931,34.633,18.607,77.242,9.8148,18.389,5.6996,65.334,24.626,0.83266,4.594,4.4627,20.012,8.3446,18.478,80.314,59.223,33.694,19.329,42.569,563.81,5.3612,1550.3,BRCA
229.34,10.587,71.568,78.029,8.9632,15.897,11.092,6.2787,37.687,41.148,33.993,2.2289,2.6423,5.6151,38.697,8.7042,10.801,109.8,56.623,42.878,25.552,24.763,193.75,6.0449,2028.4,BRCA
101.76,4.8536,85.609,67.763,6.27,98.961,17.895,5.7446,10.917,82.194,14.347,0.78663,9.91,7.6963,18.942,10.776,8.7907,76.005,37.699,31.605,36.869,35.747,62.871,6.9458,1135.2,BRCA
180.89,2.8004,29.834,157.04,14.798,350.05,36.355,21.055,1.9437,35.251,18.098,0.30465,1.1866,3.4211,11.445,12.966,12.303,170.12,106.15,14.989,41.973,32.862,2930.1,15.049,2276.5,BRCA
55.727,12.31,134,48.491,7.8936,17.227,15.682,1.5519,6.0753,30.928,17.23,0.1676,3.1674,4.0502,31.549,10.132,21.598,0.81703,21.058,31.525,36.781,35.262,54.554,8.2812,639.26,BRCA
100.15,11.183,64.457,66.393,6.1109,28.193,15.625,9.7757,11.407,24.938,22.986,0.62573,6.5221,8.4967,1.8556,4.106,11.602,160.7,14.09,47.164,18.927,47.072,621.97,8.4686,1725.2,BRCA
166.45,10.101,59.147,69.941,7.3502,88.226,6.4192,5.727,5.9375,42.815,28.274,0.66182,3.8114,11.834,15.872,3.7799,6.6047,102.54,76.271,53.716,29.843,43.041,765.27,9.9363,5195.8,BRCA
55.292,10.608,46.915,34.118,6.9065,124.71,21.502,5.9975,11.634,99.756,36.544,0.29785,5.9132,4.9913,62.447,5.6644,13.594,89.447,18.18,17.337,35.987,21.065,307.82,4.5636,1488.1,BRCA
223.74,3.9424,47.676,59.239,12.396,378.06,64.062,5.116,6.6049,31.025,20.179,1.2752,4.1806,15.13,8.4253,5.4239,5.3335,95.404,97.254,38.46,30.834,33.757,2627,22.233,722.38,BRCA
121.87,19.596,103.29,68.313,8.711,141.6,15.952,4.3839,11.391,60.887,32.932,0.10345,4.1284,5.947,32.819,12.966,15.925,105.87,102.79,26.548,24.456,30.81,1079.6,12.189,3148.6,BRCA
34.843,4.6573,62.618,119.46,31.476,121.31,23.107,8.2344,8.1891,71.864,8.5407,0.21425,2.2082,3.6619,2.0465,10.076,13.453,12.134,17.318,42.521,33.486,56.492,1065.1,2.8688,5264.4,BRCA
44.111,5.0735,50.338,47.265,11.643,216.85,10.623,13.177,9.9104,43.244,24.98,0.55675,15.073,13.367,27.379,13.362,7.8353,100.97,60.913,36.042,30.367,62.925,1311.3,8.7516,1041.1,BRCA
46.693,26.414,65.791,26.37,10.555,1.6619,8.8164,13.16,17.08,62.232,41.508,0.035853,4.3848,10.039,18.392,8.8572,11.455,0.21949,45.882,36.01,7.9475,42.054,96.06,5.2316,4784.2,BRCA
148.11,7.813,80.091,111.61,11.852,41.326,13.944,8.1473,11.777,11.77,20.096,0.31358,3.2171,13.619,7.6803,2.4371,13.49,130.21,18.351,67.865,17.108,57.492,847.57,9.0048,1496.6,BRCA
63.67,10.343,81.051,67.094,12.901,171.25,32.87,0.89477,14.989,59.545,23.752,0.27752,8.2262,6.8808,44.308,6.7189,13.999,146.54,192.52,41.343,36.648,27.112,780.08,2.6391,2556.2,BRCA
96.722,10.178,61.167,38.373,11.563,178.29,21.931,4.143,6.0827,29.369,14.19,0.88891,1.2606,12.376,3.2997,5.9734,13.469,56.798,70.179,21.22,28.061,46.062,1005.4,11.609,1950.7,BRCA
20.136,4.2288,58.777,62.281,12.833,269.56,8.4583,8.9647,6.4169,30.338,7.7139,2.5083,2.3319,9.0496,9.1695,24.598,11.649,54.589,135.15,20.491,17.737,83.207,1345.6,7.7739,1314,BRCA
93.046,5.6442,63.215,33.824,36.367,698.95,7.8236,18.785,3.1985,26.299,16.957,0.062136,2.2839,11.834,27.147,33.632,7.9183,89.112,13.333,77.726,39.44,39.221,1514.4,6.4066,1340.3,BRCA
200.24,4.8187,46.29,147.5,26.325,283.03,39.548,8.9391,5.1992,53.733,20.055,0.11697,2.1359,6.6675,17.834,6.8311,14.404,59.608,242.36,38.699,46.562,33.639,1248.1,19.888,2548.8,BRCA
97.667,12.963,59.175,81.464,21.418,216.97,16.43,14.708,16.724,31.674,20.704,1.2667,5.0862,7.0869,16.927,8.3005,9.8452,38.098,36.538,27.369,30.071,36.448,973.7,9.1431,1397.6,BRCA
108.01,6.9372,58.701,58.06,4.5685,10.232,19.72,6.7746,21.649,47.278,37.865,0.17414,6.1045,3.2053,10.137,4.6958,8.7947,34.36,237.83,9.8658,28.962,22.957,408.62,9.9318,3622.9,BRCA
58.078,8.8203,34.5,41.019,15.996,18.562,25.23,4.9009,5.1417,40.284,26.332,1.1803,1.8374,4.0534,105.09,6.1483,15.523,46.026,141.24,50.156,53.663,45.097,662.66,36.8,1338.4,BRCA
89.31,5.1308,61.07,33.363,7.7064,165.49,8.7479,8.9703,5.7335,11.822,14.499,0.16123,3.3852,11.815,12.038,4.9478,10.708,122.55,23.986,81.205,25.975,41.116,1647.1,10.006,968.79,BRCA
88.31,8.6973,69.718,48.899,26.253,414.88,4.7578,24.226,5.8419,42.464,21.498,1.2223,4.7708,7.554,68.369,6.3831,21.256,66.914,146.46,15.357,36.329,33.613,1062.7,16.683,1390.5,BRCA
136.85,5.6685,42.985,58.415,8.0577,155.36,26.834,14.789,4.4463,20.191,22.658,0.19136,1.7731,18.925,7.9146,9.0288,7.6018,75.674,50.629,12.485,25.745,40.301,1366.8,15.635,837.39,BRCA
115.51,11.519,131.85,70.075,11.542,77.933,27.826,3.0032,8.3291,39.053,13.51,0.66001,3.0957,15.516,29.686,5.5464,16.69,65.122,78.493,17.766,42.239,39.293,822.78,21.778,1595.7,BRCA
39.871,5.5433,92.72,75.516,9.392,48.752,37.721,5.8976,14.411,114.73,14.411,0.46605,4.9024,10.298,0.78134,5.5769,15.233,47.314,72.383,36.412,20.896,34.446,621.1,3.1417,1322.9,BRCA
49.357,12.719,51.751,75.703,20.168,233.9,5.1993,26.125,24.183,49.078,21.048,0.058631,3.7108,6.0636,6.5102,16.712,14.075,32.595,76.424,37.755,22.677,48.576,812.13,12.393,777.69,BRCA
253.1,9.1472,156.44,64.211,30.183,11.768,38.211,20.126,8.5085,74.668,11.972,0.076239,4.7198,9.0832,32.405,7.6159,5.3529,0.60749,227.4,21.943,33.847,24.181,158.31,6.9066,1351.2,BRCA
98.214,18.628,35.336,45.121,15.744,16.768,19.053,22.336,51.015,14.053,31.438,1.2272,3.7822,5.6633,19.683,21.076,18.281,24.197,67.749,10.976,25.839,34.29,103.6,13.752,2195.8,BRCA
231.49,8.687,118.52,50.954,15.609,1.5243,24.621,6.7082,21.441,27.81,15.567,0.1693,5.3106,11.999,56.483,8.4204,8.7959,78.65,217.34,30.878,35.06,43.899,258.26,6.0628,3692.6,BRCA
45.333,3.9384,61.665,54.734,18.396,322.2,9.2854,9.1037,5.8129,19.041,15.405,0.073672,3.0702,9.1636,14.755,7.9029,6.0398,50.875,25.901,32.138,26.341,29.492,1337.7,8.4434,617.89,BRCA
79.223,5.7262,111.03,100.53,13.71,95.533,17.866,9.5258,13.781,39.434,25.796,0.19432,6.1084,8.0714,5.6237,11.348,8.7391,58.15,118.75,21.477,41.486,32.263,1097.6,21.014,1250.3,BRCA
126.75,7.1498,136.37,57.95,11.511,10.68,10.42,12.001,7.9544,39.735,12.852,3.9708,5.8072,4.9804,29.318,9.733,17.484,105.34,394.44,27.721,29.85,31.035,234.8,8.6843,1369.4,BRCA
143.03,18.401,98.056,37.879,8.593,5.0586,8.9402,5.9068,4.2405,40.614,33.474,0.13097,2.3488,9.6725,67.642,10.228,6.7553,84.738,27.355,26.259,25.939,56.751,244.68,12.638,6522.1,BRCA
