IGSF10,GRK5,SPOCK2.1,FABP4,COL11A1,GRK5.3,EFNA4,SH3GL3.1,COL10A1,CA4,CA4.1,CST1,SGCG,GPM6A,GPM6A.1,SPP1.1,TNNC1,AGER,CLIC5,KANK3,SPTBN1.5,AGER.1,COL10A1.1,GOLM1.1,QKI.7,CCBE1,FRMD3,PCAT19,RTKN2,STXBP6.3,CCM2L.1,MASP1.3,CCDC85A.1,NCKAP5,SERTM1,COL11A1.2,Class
8.4791,8.65147,11.0215,11.6663,4.85698,11.1553,6.3658,7.94507,6.02342,10.2427,10.4986,4.49065,8.22253,9.91811,10.557,7.8127,9.95509,12.2672,11.9232,9.05906,9.42054,10.8018,4.90732,8.06509,8.46291,9.77521,8.33733,10.393,8.06382,10.0501,9.24261,8.11169,8.48896,8.39404,7.50573,4.28519,Normal
8.9781,8.74586,10.7536,11.8913,4.58845,10.896,6.39904,7.77356,6.5094,9.80166,10.2279,4.20753,8.34504,9.53372,10.1009,7.48277,9.20529,12.0373,11.6525,9.10479,8.77577,10.448,5.43006,7.57626,8.62283,9.63305,8.21067,9.6498,8.31874,10.2867,9.38068,8.40629,8.62608,8.07732,7.11431,4.13191,Normal
7.77748,7.66057,9.82061,9.76225,4.94979,10.6991,6.92493,6.72349,6.55746,7.86614,7.53929,4.46105,6.77751,7.85275,8.81197,9.60711,8.98677,11.2833,10.6002,8.48541,8.14947,9.55579,4.47343,8.73059,7.65771,8.26578,7.53633,9.72725,6.42677,6.7861,8.72017,7.79331,7.14972,5.85519,4.72464,4.10928,Normal
7.44663,8.4119,10.2481,11.2268,4.52281,10.5869,5.744,7.45682,5.81181,9.50054,9.62675,4.21352,7.89359,9.42399,9.89938,9.57794,9.46773,11.0368,11.1357,8.77944,8.52337,9.48587,4.168,8.34149,8.25851,9.25591,7.84005,10.1552,6.32282,9.14349,8.22737,7.27816,7.81072,8.03122,6.97183,4.32481,Normal
8.07475,8.27133,10.3187,13.3524,4.32537,10.4302,6.38903,7.98605,5.23618,9.93399,10.1751,4.2779,7.91331,9.11304,9.69471,8.53788,9.45013,11.713,11.9217,9.07927,8.90239,10.2338,4.01141,7.84151,8.30447,9.75915,7.76152,9.97812,7.85425,9.18552,8.53367,7.92523,8.60487,7.86868,5.75088,4.14222,Normal
8.30861,8.73678,10.7828,11.4123,4.66192,11.5499,6.5465,7.97083,6.21139,8.41877,9.0624,4.20308,8.07231,10.324,10.692,8.12044,9.33228,11.6043,12.0154,9.25617,9.72255,10.8342,4.56266,7.19115,8.46618,9.45013,7.89692,9.86286,8.61035,10.5769,7.98461,7.73786,8.90752,8.23762,7.8982,4.70517,Normal
8.708,8.038,11.0417,11.2225,4.48839,10.8871,7.01975,7.6219,6.81333,8.94596,9.24307,4.34905,7.68331,10.2763,10.8567,8.40037,9.51048,12.563,11.6605,8.22928,8.46548,10.8751,5.45835,7.91819,7.47805,9.14579,8.3863,8.19866,7.96811,8.89972,8.77195,8.19048,8.12573,7.72349,6.43068,4.1956,Normal
9.14717,7.72803,10.9114,12.1217,4.59665,10.7267,6.47523,7.21225,5.98343,9.74402,10.239,4.4954,7.38753,9.07766,9.55052,7.01541,9.21354,12.0056,11.5326,8.90239,8.31642,10.2266,4.26852,7.95845,8.00914,9.2201,8.39679,8.45423,7.53201,8.68232,8.43233,7.37938,7.50262,7.14535,6.89183,4.09746,Normal
8.93776,8.05281,10.4427,12.3162,5.22469,10.9792,6.49502,7.05546,8.03988,9.2339,9.47498,4.22516,7.00957,9.86569,9.97643,9.07658,8.66121,11.6332,11.1033,8.93074,8.53275,9.98023,6.55183,7.91975,7.91942,9.55549,8.1289,8.56564,6.42505,8.46983,8.77596,7.41937,7.79363,7.1471,4.89218,4.50597,Normal
7.49328,7.81753,11.0491,12.0056,4.20586,11.0408,7.39397,7.30879,5.07195,10.4029,10.9629,4.13434,6.90383,9.2435,9.1601,7.69965,9.07595,12.1256,11.5373,8.65596,8.52032,10.4009,4.2678,8.20562,7.93712,8.76762,7.56425,9.22869,5.31301,8.99677,8.7916,7.38616,7.85689,6.8832,5.92242,4.13505,Normal
8.78668,8.60631,11.2737,13.2913,4.40249,11.0843,7.2942,8.85927,5.93968,9.65226,9.99634,4.64344,8.17852,9.9623,10.1178,6.27997,11.1415,12.4852,12.0304,9.34314,9.31434,10.9265,4.11598,8.47201,8.7506,9.20786,8.26591,9.89525,8.44034,10.0008,9.22432,7.94861,8.1704,7.75949,8.32012,4.01185,Normal
7.54969,7.0588,10.034,11.6182,4.84597,9.8153,8.35987,6.86312,7.58093,8.74666,8.78207,4.86312,6.21823,8.47241,9.18855,10.3005,9.33424,11.8242,11.0118,7.6096,7.58474,9.98878,5.58607,8.52282,7.40621,8.19431,7.71325,7.91045,7.18865,7.80782,7.43979,6.72043,7.07619,6.54067,6.5494,4.33398,Normal
8.62887,8.27304,11.4063,12.4169,4.57291,10.9258,6.58032,8.42332,5.86422,9.20602,9.5969,4.30362,7.45402,9.87259,10.6795,6.63881,10.7322,13.026,12.3223,8.11746,8.9369,11.5644,3.93426,8.05546,8.7206,9.26831,9.1483,9.08393,9.71254,9.85413,7.97258,7.23754,8.87243,8.41334,9.03626,3.72667,Normal
9.21502,8.5956,10.9709,12.9878,4.70901,10.6405,6.79958,8.58165,5.688,8.41049,8.71609,4.67774,8.57822,9.64759,10.2406,9.12073,10.755,12.1441,12.1906,8.41088,8.47524,10.6061,3.77849,8.70537,8.24471,9.45378,8.37742,8.6357,8.87261,8.41895,8.10824,6.91844,8.07007,7.91649,8.1624,4.0128,Normal
9.1897,7.65453,10.5775,11.702,4.58854,10.386,6.9225,7.61921,5.79547,9.23083,9.59468,4.73059,8.84403,9.52224,10.0447,7.82967,9.63424,12.5514,11.3662,8.16974,8.39595,10.6204,4.28772,8.54408,8.10995,10.0888,8.15404,9.00937,7.11182,8.98504,8.72355,7.56345,6.86373,6.7963,7.06835,3.82782,Normal
9.41597,8.24233,11.1569,12.6625,4.24634,10.8142,7.31416,8.02408,6.46378,9.02363,9.41184,4.62238,8.42347,9.55382,10.0086,7.89094,10.044,12.1003,11.4646,8.62376,8.28692,10.2542,4.52117,8.38265,8.1072,9.43816,8.1252,9.39279,7.70295,8.85643,8.99286,8.75786,7.38054,7.23771,6.97332,3.70298,Normal
9.57256,8.34098,10.906,11.7599,4.5166,10.6258,6.20147,8.10243,5.77758,10.2915,10.8686,4.28278,8.34402,9.91158,10.4174,6.40467,10.6383,12.4122,11.656,8.68121,8.66619,10.7512,3.75724,8.33647,8.63531,10.1879,8.87988,9.12521,8.83709,9.5774,9.09587,7.51477,8.138,8.09453,7.92826,3.95053,Normal
8.78969,8.72261,11.2787,12.2043,4.63356,11.3421,6.77299,8.20426,6.25993,10.2459,10.8891,4.15806,7.65996,9.85382,9.79351,6.17879,10.8639,12.3356,12.0442,9.37679,9.52808,11.0111,4.52911,8.25785,8.62416,9.57662,8.26817,9.36044,9.26783,9.69955,9.35341,7.81767,8.42147,7.95183,8.29814,4.00207,Normal
8.83195,8.15004,10.6002,12.4081,4.39849,10.3663,7.15057,7.35557,7.08515,9.54424,10.3463,4.87084,7.54793,8.76762,9.33937,8.21297,9.63515,12.1691,11.7417,8.39404,8.21593,10.398,4.92278,8.24318,7.99993,9.57662,8.14911,8.65715,8.09125,7.84534,8.40736,6.99244,7.05594,6.58523,7.05991,3.89494,Normal
8.83216,8.29867,11.0888,11.8913,4.47974,10.8071,6.49082,6.95997,5.96406,10.0294,10.6061,4.29191,8.57295,9.80604,10.4471,7.83159,10.2906,12.4056,11.5361,9.30975,8.86328,10.7681,4.3799,7.29044,8.21332,10.0351,8.66361,8.65505,9.10994,9.30822,8.76373,8.42869,8.31154,7.79538,7.99365,3.90497,Normal
8.15386,8.64938,11.483,11.9434,4.47614,11.3126,6.73084,8.03465,6.05969,10.5006,11.1945,4.68916,7.53821,9.52625,9.52491,8.39083,10.4288,11.7832,11.5174,9.91596,9.20379,10.3324,4.15899,7.72788,8.35792,8.64994,8.48722,9.67598,8.20842,9.53509,9.12728,8.72355,7.80375,6.76964,7.12088,4.08987,Normal
8.10158,7.84022,11.4592,9.8177,4.69236,10.906,6.81977,8.20672,6.07618,9.91334,10.4551,4.67018,7.5215,9.3656,10.136,10.7387,10.2212,13.1697,11.9681,8.90103,9.39904,11.1487,4.52972,7.28437,8.3099,9.08259,7.94373,9.93851,7.74336,9.98992,9.14012,7.94539,8.33679,7.6073,6.83037,3.99199,Normal
8.39595,7.97715,11.6663,11.8686,4.68235,10.9418,6.6311,8.16638,5.95741,10.4955,11.1221,4.54847,7.91443,9.75211,10.4709,6.99697,10.2655,13.4441,12.0023,9.52281,9.66944,11.4104,4.27862,7.61651,8.75708,9.24148,8.15854,9.68698,9.06669,10.3258,8.9232,8.44956,8.41711,7.7486,7.41727,4.0221,Normal
8.45919,8.37316,11.3985,12.3073,4.53049,11.2765,6.64821,7.9527,6.25755,10.2312,11.1688,4.59166,8.14674,9.77369,10.2377,6.62486,10.1971,12.7645,11.6913,9.35099,9.26058,11.2122,4.28689,7.60119,8.13676,9.32902,8.10015,9.89456,8.30356,9.84461,9.23414,7.83439,8.10378,7.59366,7.86442,3.97681,Normal
8.71701,8.13643,10.7601,12.8551,4.29674,10.7107,6.94572,8.5293,6.73362,9.93722,10.3124,4.34308,8.23948,9.74488,10.484,7.29837,10.448,11.8544,12.1638,9.26657,9.54208,10.2418,4.5203,7.72393,7.9019,9.07968,8.18708,8.95947,7.34608,8.91751,8.77314,7.11086,8.20426,7.53821,8.02717,3.9479,Normal
8.85108,8.27448,10.6515,12.0859,4.6262,10.8823,6.04484,8.60413,6.46131,10.2951,10.8096,4.45118,7.85704,9.90343,10.6568,6.04757,10.1581,12.2582,11.7109,8.83749,9.06177,10.7556,4.34951,7.66295,8.27321,9.54265,8.40395,9.90444,7.49989,10.5738,9.31286,8.17337,8.99873,7.97067,6.86312,4.0236,Normal
8.40266,8.73547,10.8633,12.244,4.8113,11.1188,6.62938,8.31493,6.2958,10.4025,10.9411,4.82678,7.7109,9.84706,10.4396,8.06477,10.2722,11.8913,12.226,9.21098,9.3879,10.0391,4.55002,7.70277,8.6016,9.45926,8.55494,9.81183,8.28935,10.34,9.28903,8.10555,8.7206,8.22601,7.80442,4.44436,Normal
7.83494,8.08703,10.4904,12.5325,4.47746,10.5901,6.20054,8.2472,5.83711,10.1581,10.5192,4.50543,7.32339,10.1413,10.862,6.74679,10.4391,12.5514,12.0876,8.93487,9.27176,10.7669,4.27269,7.96326,8.16021,8.96175,8.82794,9.23312,9.00262,10.4427,8.96007,7.21377,8.48262,8.24591,8.24016,3.92284,Normal
8.11778,8.46548,10.5259,12.8515,5.00359,10.9054,6.97533,8.37606,5.86288,9.75241,10.2642,4.54189,8.182,9.94709,10.6538,8.26713,10.6268,12.1163,11.8443,9.40575,8.72339,10.6235,4.39292,7.80985,8.16848,9.29208,8.38208,9.6576,8.7508,9.60258,9.33027,7.7107,8.47738,8.14658,7.84165,4.07036,Normal
8.76976,8.51906,11.1289,11.9831,4.56919,11.1415,6.66278,8.18183,5.3482,10.3509,10.6373,4.34029,8.14985,9.64342,10.1862,6.32167,9.95035,12.1424,12.0183,8.9118,8.52702,10.5504,4.16727,7.83891,8.53037,9.91299,7.71846,9.99716,7.71536,9.84461,9.36815,7.99094,8.36901,8.11867,7.3744,4.07555,Normal
7.52704,7.72691,10.7544,11.3946,4.3484,10.1127,5.51632,7.22695,7.15593,9.78418,9.68551,4.8093,6.83287,8.51865,9.44255,4.56493,9.13189,11.4084,11.3539,7.83757,8.41392,9.5774,4.45448,8.05281,8.06907,9.59863,7.69097,8.54696,5.95219,7.77748,8.14503,7.42311,6.22767,5.93327,4.55189,4.05958,Normal
8.8832,8.12558,11.3163,11.4043,4.58037,10.8601,6.17543,7.51477,6.50572,10.3537,10.7463,4.48159,8.22122,9.27321,10.2373,4.31567,10.0723,13.1495,11.9384,9.11913,8.78806,11.5326,4.23282,7.12043,8.37758,9.99426,8.01489,9.36508,8.6713,9.94013,9.02981,7.83973,7.63457,6.82822,6.6681,3.79748,Normal
8.76153,7.83096,11.7843,10.4203,4.47633,11.2437,6.68228,7.85804,6.84747,10.0139,10.5509,4.36115,7.18044,9.78327,10.4371,8.01336,10.1131,13.4086,11.9064,8.94618,9.35895,11.3219,5.57566,7.43996,8.50406,9.25141,7.93451,9.25886,8.24283,10.0486,8.95947,8.04933,8.60901,7.60368,7.77572,4.32785,Normal
8.88338,7.72755,11.1819,11.7182,4.79787,10.5479,6.31972,8.15615,6.26899,10.0976,10.7456,4.74503,7.63398,9.51986,10.3602,7.42226,9.99241,13.1891,12.0711,8.18501,9.08616,11.0927,4.36581,7.47405,8.29611,9.54636,8.76334,8.41604,8.16589,9.30923,8.52227,7.65964,7.74909,8.02513,7.42122,3.94123,Normal
6.622,8.09887,11.3411,11.1164,4.77293,10.4592,6.93213,6.91774,6.11863,9.98057,10.1406,4.94141,6.52642,6.12762,9.35923,5.67968,9.96993,12.5576,11.088,9.6591,9.09563,11.0368,4.14357,6.80211,7.8351,8.42596,7.32235,8.22847,5.94775,5.80545,8.46602,7.12631,5.49987,5.25338,5.54921,4.0306,Normal
8.47074,7.99619,11.2207,12.6749,4.65393,10.7945,6.79905,7.45246,6.15898,9.83459,10.308,4.78786,7.65786,9.64139,10.4025,8.33224,9.92129,12.9043,11.8733,8.45513,9.00736,10.9761,4.58261,7.79572,8.20809,9.85644,8.34333,8.82014,8.0904,9.72404,8.81277,8.04342,8.11355,7.56425,7.41727,3.74297,Normal
6.74563,7.1002,10.5438,8.97706,4.70627,9.86387,6.92065,6.54674,7.34666,8.75828,8.63344,4.44662,6.0224,6.50844,6.96822,11.4084,9.01902,11.905,11.0261,8.28763,7.53681,10.1819,4.32261,8.44519,7.52196,8.30879,6.76385,8.40433,5.69348,4.69953,7.97795,6.66371,5.48561,4.77272,4.02931,3.82016,Normal
4.42689,6.69515,9.65393,5.564,4.33221,7.60551,8.50575,6.04569,7.09897,7.65855,5.12028,5.43615,5.95022,4.43415,4.17233,9.40055,7.30237,7.82397,7.83386,6.70444,6.19988,7.39233,4.53706,8.74491,7.16628,7.13207,5.94786,6.81549,3.89989,3.60618,6.65557,6.26551,4.20657,3.14943,3.80747,3.80304,Normal
7.46696,6.31709,9.54508,12.3595,4.23275,8.98481,6.92791,6.69855,6.08651,7.97392,7.75119,4.46649,5.80625,8.16381,8.69969,12.314,7.96246,11.0807,10.5504,7.53201,7.64371,9.12048,4.43135,8.32186,7.58614,8.28984,7.29273,8.09774,5.73917,7.26063,8.02686,6.65436,6.50975,5.83477,4.61042,3.89056,Normal
9.17727,7.84194,11.5623,11.7404,4.78322,10.7556,6.78687,7.6747,6.03657,10.269,10.8601,4.79288,7.67212,9.79099,10.3213,6.3155,9.9014,13.2295,11.9733,8.17885,9.68292,11.2276,4.67464,7.49821,8.5639,9.87297,8.43381,8.84086,7.97547,10.0825,8.89894,8.65131,8.52157,7.97664,7.63113,4.09624,Normal
9.55206,8.89396,10.7751,12.344,4.27702,10.879,6.78987,7.70829,5.48476,9.64518,9.68207,4.31063,8.11818,10.227,10.6357,4.91121,9.44454,11.9748,11.7746,9.29648,7.94276,10.3995,4.24626,7.91769,8.44737,10.5832,7.95059,9.56901,9.26404,9.01969,8.97918,7.49745,7.4785,7.98461,8.32082,3.95137,Normal
7.13112,8.0192,10.9054,12.0183,4.27539,10.8694,6.57807,7.89192,7.27052,10.262,10.3953,4.55477,8.27699,9.88365,10.8515,8.53671,10.1352,12.7167,11.3309,8.27518,8.76727,10.8515,4.062,7.61709,8.36226,8.93055,7.96993,8.86224,7.8805,10.3746,9.03646,7.86727,8.3242,7.35101,6.08002,3.91082,Normal
8.97319,7.7886,11.5635,12.1543,4.6263,11.1083,7.18306,8.09967,6.18413,10.6742,11.3899,4.95176,7.10138,9.67721,10.4812,7.14259,10.6104,13.0616,11.7143,9.4192,8.88816,11.1671,4.15009,8.09756,8.25769,9.46254,8.34741,9.36411,8.4511,9.80295,8.89537,7.8851,8.84567,7.64887,7.09086,3.92047,Normal
7.82414,7.86242,10.6304,12.0249,4.45053,11.0603,6.73336,7.09697,6.3958,9.15789,9.49253,4.18812,6.98165,9.20125,9.60198,11.9384,9.62554,12.5731,10.6472,8.74071,8.21282,10.5418,4.55906,8.34112,7.85787,8.60196,7.59207,9.34314,5.51318,8.70671,8.48722,7.84687,7.16381,6.46834,4.83909,4.14999,Normal
8.71131,7.35131,10.448,11.8673,4.53248,10.7834,6.48293,7.47676,5.57189,9.93885,10.7398,3.95588,7.94877,9.80166,10.6736,7.75728,9.46359,12.5144,11.3966,8.92975,8.57417,10.1561,4.64393,7.53806,8.14327,9.47603,8.06209,9.26924,8.74094,10.2125,8.82348,6.88676,7.95095,7.67439,7.46918,4.10743,Normal
8.80129,6.50552,10.177,10.1166,4.42309,9.78134,7.21862,7.33387,6.77986,9.04544,9.4373,4.88624,7.0553,9.04218,9.77938,10.1363,9.41597,11.3708,10.9531,8.07091,8.02191,9.57825,4.91503,8.49324,7.39835,9.51909,7.02541,8.88674,7.50812,8.89643,8.34853,6.86189,7.34246,6.37174,5.52111,3.84854,Normal
8.85622,7.72319,10.6304,12.1543,4.56442,11.1213,6.77467,8.29704,5.72784,9.62381,10.2776,4.36673,8.12117,9.88878,10.7618,7.1048,10.0504,12.6656,11.444,8.83544,8.86177,10.7883,4.40423,7.48676,7.81877,9.42868,8.45711,9.83226,8.91199,10.2781,8.96572,7.99228,8.60939,7.57425,7.41951,4.05782,Normal
7.40607,7.65531,11.1237,11.8201,4.73724,10.8012,6.48467,7.78314,6.5433,9.77876,10.3826,4.85885,7.08751,9.46386,10.1332,7.0397,9.90916,13.1927,11.6525,8.75912,9.11238,11.152,4.40203,7.66733,8.08454,8.90279,7.79432,9.18552,7.87224,10.5177,8.8515,8.02885,8.74275,7.87851,7.49048,4.21203,Normal
8.01739,7.36374,10.6574,11.6006,4.67458,9.85445,6.8497,7.25261,7.06889,9.4944,9.83654,5.84283,7.97944,8.97406,9.74897,10.2616,9.13651,12.2851,11.4431,7.8372,9.03756,9.87297,5.41843,7.67885,7.79714,9.28507,7.97067,8.70095,6.27319,9.17177,7.47089,6.59208,7.44293,7.51477,6.0222,3.80349,Normal
7.68928,7.88898,11.4947,11.9202,4.46951,10.5337,7.11789,7.58353,6.43541,9.90583,10.8038,4.73013,7.49017,9.81866,10.6801,9.41948,9.85445,12.999,11.5056,8.78489,9.03026,10.6713,5.08391,7.60228,8.11304,8.9895,8.33967,9.17589,8.87527,10.0384,8.71463,7.87171,8.16657,7.59147,7.35175,4.00944,Normal
6.68995,7.35676,10.5592,11.4512,4.69474,10.598,6.05675,6.65338,6.71537,9.18413,9.39026,4.6117,6.60678,8.52354,9.35341,8.99474,8.47683,12.368,10.6957,8.59521,8.50348,9.83424,4.60774,7.68601,7.98081,8.03953,7.06789,9.48454,5.24626,8.23656,8.00982,7.76881,6.55498,6.73976,4.82172,3.96321,Normal
8.0497,7.6998,10.6612,11.5749,4.71626,10.2898,6.63304,7.45516,6.48293,9.2727,9.54535,4.64384,7.08381,9.37627,9.897,8.11728,9.66646,12.693,11.4915,8.19954,8.666,10.72,4.45321,7.74388,7.92626,8.76431,8.05442,8.52408,7.72788,9.15237,8.12733,7.87968,7.52311,6.94479,6.60645,3.97562,Normal
7.2105,7.18131,10.3395,12.1256,4.75765,10.1198,6.80624,7.6392,6.09382,9.80632,10.0656,4.87606,7.08502,9.53397,10.3018,9.34214,9.69295,12.6961,11.328,8.37083,8.82754,10.5099,4.68802,9.03381,7.87076,9.14305,8.00884,8.63116,6.82517,9.41157,8.22445,7.45076,8.02444,7.09239,6.69515,3.94609,Normal
7.70843,7.61329,10.4325,12.2298,4.80875,10.3285,6.56521,6.99095,6.75462,8.83252,8.96786,4.92278,7.48425,9.51209,10.265,7.09855,9.75826,12.6656,11.4968,7.93725,8.31084,10.7714,5.02541,8.58903,7.70552,9.26353,7.98359,9.20379,7.96502,8.68008,8.93447,7.24369,7.34652,7.15504,6.43617,3.87107,Normal
8.14167,8.47754,10.5875,12.6625,4.46631,10.9207,6.78076,7.54761,5.908,9.91884,10.2308,4.64334,8.34222,10.0501,10.6898,7.86762,10.3597,12.925,12.0354,8.77923,9.15302,10.9799,4.51341,7.8851,8.4856,9.31567,8.52456,9.43459,8.60648,10.1324,9.08732,8.2472,8.64841,7.88086,7.61034,3.853,Normal
5.46629,6.31329,10.345,8.51106,4.48729,8.62964,6.81638,6.16525,6.67188,5.99176,5.52469,6.185,5.36402,3.91308,3.95693,13.4254,4.3882,6.0654,5.68538,6.67389,5.69083,6.37541,4.12092,7.68128,7.47405,6.06148,6.58477,7.08559,4.66614,4.04483,6.87368,6.01101,4.16745,3.70405,4.12978,3.9303,Normal
